订单编号,下单时间,pay_time,商品编码,商品名称,品类,quantity,unit_price,total_amount,discount_amount,actual_pay_amount,订单状态,buyer_province,是否新客,优惠券名称
微20250709007931,2025-07-09 21:38:00,2025-07-09 21:38:00,SKU_美_011,美妆商品35,美妆,1,121.93,121.93,6.59,115.34,已完成,广东,False,
微20250709007932,2025-07-09 19:14:00,2025-07-09 19:14:00,SKU_美_011,美妆商品27,美妆,2,146.44,292.88,13.39,279.49,已完成,四川,False,
微20250709007933,2025-07-09 17:23:00,2025-07-09 17:23:00,SKU_美_012,美妆商品49,美妆,1,135.86,135.86,17.46,118.4,已完成,江苏,False,品类优惠券
微20250709007934,2025-07-09 14:50:00,2025-07-09 14:50:00,SKU_美_015,美妆商品27,美妆,1,149.91,149.91,21.71,128.2,已完成,北京,False,
微20250709007935,2025-07-09 19:31:00,2025-07-09 19:31:00,SKU_美_007,美妆商品2,美妆,1,125.67,125.67,8.86,116.81,已完成,山东,False,满200减30
微20250709007936,2025-07-09 19:22:00,2025-07-09 19:22:00,SKU_美_005,美妆商品17,美妆,1,136.47,136.47,14.83,121.64,已完成,江苏,False,
微20250709007937,2025-07-09 12:21:00,2025-07-09 12:21:00,SKU_美_002,美妆商品7,美妆,1,137.12,137.12,2.77,134.35,已完成,四川,False,满200减30
微20250709007938,2025-07-09 17:53:00,2025-07-09 17:53:00,SKU_美_019,美妆商品6,美妆,1,152.26,152.26,2.63,149.63,已完成,浙江,False,品类优惠券
微20250709007939,2025-07-09 22:21:00,2025-07-09 22:21:00,SKU_美_004,美妆商品9,美妆,1,141.29,141.29,9.57,131.72,已完成,四川,False,
微20250709007940,2025-07-09 14:24:00,2025-07-09 14:24:00,SKU_食_017,食品商品13,食品,1,61.81,61.81,1.86,59.95,已完成,四川,False,
微20250709007941,2025-07-09 12:08:00,2025-07-09 12:08:00,SKU_食_014,食品商品5,食品,2,55.17,110.34,13.75,96.59,已完成,上海,False,新人首单立减20
微20250709007942,2025-07-09 20:34:00,2025-07-09 20:34:00,SKU_食_006,食品商品2,食品,3,51.09,153.27,8.59,144.68,已完成,广东,False,
微20250709007943,2025-07-09 12:20:00,2025-07-09 12:20:00,SKU_食_004,食品商品15,食品,1,63.93,63.93,8.89,55.04,已完成,广东,False,
微20250709007944,2025-07-09 13:09:00,2025-07-09 13:09:00,SKU_食_014,食品商品47,食品,2,59.01,118.02,3.15,114.87,已完成,湖北,False,
微20250709007945,2025-07-09 08:02:00,,SKU_食_007,食品商品15,食品,1,61.26,61.26,1.01,60.25,已取消,湖北,False,
微20250709007946,2025-07-09 17:21:00,2025-07-09 17:21:00,SKU_食_004,食品商品36,食品,1,56.02,56.02,1.39,54.63,已完成,上海,False,
微20250709007947,2025-07-09 15:13:00,,SKU_食_009,食品商品16,食品,3,53.03,159.09,4.36,154.73,已取消,江苏,False,
微20250709007948,2025-07-09 15:23:00,2025-07-09 15:23:00,SKU_食_008,食品商品7,食品,1,59.93,59.93,8.37,51.56,已完成,湖北,True,
微20250709007949,2025-07-09 20:13:00,,SKU_食_006,食品商品39,食品,2,59.85,119.7,1.71,117.99,已取消,江苏,True,
微20250709007950,2025-07-09 14:18:00,2025-07-09 14:18:00,SKU_食_010,食品商品28,食品,1,55.02,55.02,1.27,53.75,已完成,湖北,True,
微20250709007951,2025-07-09 19:24:00,2025-07-09 19:24:00,SKU_食_014,食品商品48,食品,3,63.4,190.2,3.37,186.83,已完成,山东,False,
微20250709007952,2025-07-09 14:29:00,2025-07-09 14:29:00,SKU_食_003,食品商品26,食品,2,57.27,114.54,16.79,97.75,已完成,浙江,False,新人首单立减20
微20250709007953,2025-07-09 13:47:00,2025-07-09 13:47:00,SKU_食_006,食品商品39,食品,2,63.75,127.5,12.82,114.68,已完成,广东,False,
微20250709007954,2025-07-09 21:15:00,,SKU_食_012,食品商品49,食品,3,54.31,162.93,11.38,151.55,已取消,上海,False,品类优惠券
微20250709007955,2025-07-09 21:55:00,2025-07-09 21:55:00,SKU_食_008,食品商品37,食品,1,59.38,59.38,2.16,57.22,已完成,江苏,False,品类优惠券
微20250709007956,2025-07-09 19:58:00,,SKU_食_008,食品商品24,食品,2,62.31,124.62,2.58,122.04,已取消,江苏,False,新人首单立减20
微20250709007957,2025-07-09 09:07:00,2025-07-09 09:07:00,SKU_食_009,食品商品40,食品,1,51.0,51.0,6.41,44.59,已完成,山东,False,新人首单立减20
微20250709007958,2025-07-09 13:21:00,2025-07-09 13:21:00,SKU_食_017,食品商品13,食品,2,51.9,103.8,6.08,97.72,已完成,北京,False,
微20250709007959,2025-07-09 15:22:00,2025-07-09 15:22:00,SKU_食_008,食品商品15,食品,1,54.17,54.17,4.27,49.9,已完成,四川,True,满200减30
微20250709007960,2025-07-09 17:08:00,,SKU_食_008,食品商品14,食品,1,64.49,64.49,1.05,63.44,已取消,湖北,False,满200减30
微20250709007961,2025-07-09 19:49:00,2025-07-09 19:49:00,SKU_食_003,食品商品36,食品,2,54.79,109.58,5.02,104.56,已完成,湖北,False,
微20250709007962,2025-07-09 09:24:00,,SKU_食_012,食品商品6,食品,2,58.73,117.46,8.0,109.46,已取消,北京,False,
微20250709007963,2025-07-09 17:42:00,2025-07-09 17:42:00,SKU_食_007,食品商品26,食品,3,54.6,163.8,2.02,161.78,已完成,北京,False,
微20250709007964,2025-07-09 14:07:00,,SKU_食_012,食品商品26,食品,3,62.83,188.49,15.38,173.11,已取消,四川,False,
微20250709007965,2025-07-09 10:32:00,2025-07-09 10:32:00,SKU_食_013,食品商品46,食品,1,54.66,54.66,3.19,51.47,已完成,浙江,False,品类优惠券
微20250709007966,2025-07-09 19:48:00,2025-07-09 19:48:00,SKU_食_006,食品商品9,食品,1,63.07,63.07,5.16,57.91,已完成,广东,False,满200减30
微20250709007967,2025-07-09 09:14:00,2025-07-09 09:14:00,SKU_食_018,食品商品44,食品,1,56.76,56.76,3.29,53.47,已完成,江苏,False,
微20250709007968,2025-07-09 10:52:00,2025-07-09 10:52:00,SKU_食_002,食品商品36,食品,1,60.91,60.91,3.18,57.73,已完成,北京,False,满200减30
微20250709007969,2025-07-09 19:22:00,2025-07-09 19:22:00,SKU_食_007,食品商品27,食品,1,53.17,53.17,7.26,45.91,已完成,广东,True,
微20250709007970,2025-07-09 14:13:00,2025-07-09 14:13:00,SKU_食_016,食品商品34,食品,1,51.26,51.26,5.14,46.12,已完成,广东,True,
微20250709007971,2025-07-09 20:58:00,2025-07-09 20:58:00,SKU_食_017,食品商品9,食品,2,56.79,113.58,7.2,106.38,已完成,广东,False,新人首单立减20
微20250709007972,2025-07-09 17:17:00,2025-07-09 17:17:00,SKU_食_007,食品商品14,食品,1,58.32,58.32,2.62,55.7,已完成,山东,False,
微20250709007973,2025-07-09 21:12:00,2025-07-09 21:12:00,SKU_食_011,食品商品38,食品,1,54.75,54.75,5.28,49.47,已完成,广东,False,品类优惠券
微20250709007974,2025-07-09 13:00:00,,SKU_电_014,电子商品15,电子,1,279.11,279.11,33.42,245.69,已取消,浙江,False,
微20250709007975,2025-07-09 21:14:00,2025-07-09 21:14:00,SKU_电_019,电子商品19,电子,2,312.46,624.92,33.33,591.59,已完成,上海,False,满200减30
微20250709007976,2025-07-09 19:44:00,2025-07-09 19:44:00,SKU_电_007,电子商品5,电子,2,338.74,677.48,3.66,673.82,待发货,广东,False,
微20250709007977,2025-07-09 12:45:00,2025-07-09 12:45:00,SKU_电_001,电子商品15,电子,2,343.36,686.72,17.78,668.94,已完成,浙江,False,
微20250709007978,2025-07-09 21:14:00,2025-07-09 21:14:00,SKU_电_018,电子商品41,电子,1,297.55,297.55,36.49,261.06,已完成,浙江,False,
微20250709007979,2025-07-09 18:56:00,2025-07-09 18:56:00,SKU_电_007,电子商品14,电子,1,287.14,287.14,12.93,274.21,已完成,北京,False,
微20250709007980,2025-07-09 19:21:00,2025-07-09 19:21:00,SKU_电_006,电子商品8,电子,2,370.01,740.02,8.42,731.6,已完成,山东,False,
微20250709007981,2025-07-09 20:04:00,2025-07-09 20:04:00,SKU_电_003,电子商品27,电子,3,313.47,940.41,23.11,917.3,已完成,江苏,False,满200减30
微20250709007982,2025-07-09 18:00:00,2025-07-09 18:00:00,SKU_电_019,电子商品12,电子,2,350.27,700.54,40.21,660.33,已完成,江苏,False,
微20250709007983,2025-07-09 17:42:00,2025-07-09 17:42:00,SKU_电_013,电子商品33,电子,2,314.02,628.04,86.36,541.68,已完成,北京,False,
微20250709007984,2025-07-09 16:33:00,2025-07-09 16:33:00,SKU_服_012,服装商品17,服装,2,164.01,328.02,19.77,308.25,已完成,四川,False,满200减30
微20250709007985,2025-07-09 10:23:00,2025-07-09 10:23:00,SKU_服_005,服装商品36,服装,2,155.55,311.1,28.07,283.03,已完成,广东,False,
微20250709007986,2025-07-09 18:17:00,2025-07-09 18:17:00,SKU_服_008,服装商品27,服装,1,176.6,176.6,2.46,174.14,待发货,湖北,False,新人首单立减20
微20250709007987,2025-07-09 18:30:00,2025-07-09 18:30:00,SKU_服_016,服装商品49,服装,2,144.31,288.62,19.7,268.92,已完成,浙江,False,品类优惠券
微20250709007988,2025-07-09 12:26:00,2025-07-09 12:26:00,SKU_服_015,服装商品16,服装,3,172.88,518.64,59.94,458.7,已完成,北京,False,品类优惠券
微20250709007989,2025-07-09 13:34:00,2025-07-09 13:34:00,SKU_服_013,服装商品14,服装,1,170.82,170.82,13.15,157.67,已完成,四川,False,
微20250709007990,2025-07-09 10:58:00,2025-07-09 10:58:00,SKU_服_015,服装商品2,服装,2,147.96,295.92,42.69,253.23,已完成,广东,False,品类优惠券
微20250709007991,2025-07-09 11:11:00,2025-07-09 11:11:00,SKU_服_016,服装商品3,服装,2,165.45,330.9,27.3,303.6,已完成,四川,False,
微20250709007992,2025-07-09 16:20:00,,SKU_服_005,服装商品33,服装,3,150.05,450.15,59.88,390.27,已取消,北京,False,
微20250709007993,2025-07-09 21:51:00,,SKU_服_014,服装商品2,服装,1,168.7,168.7,7.62,161.08,已取消,四川,False,
微20250709007994,2025-07-09 21:17:00,2025-07-09 21:17:00,SKU_服_019,服装商品29,服装,1,172.72,172.72,24.41,148.31,已完成,上海,False,新人首单立减20
微20250709007995,2025-07-09 14:41:00,2025-07-09 14:41:00,SKU_服_016,服装商品33,服装,2,169.15,338.3,26.2,312.1,已完成,湖北,False,品类优惠券
微20250709007996,2025-07-09 22:42:00,2025-07-09 22:42:00,SKU_服_007,服装商品43,服装,2,157.97,315.94,16.41,299.53,已完成,上海,False,
微20250709007997,2025-07-09 16:50:00,2025-07-09 16:50:00,SKU_服_017,服装商品7,服装,3,162.44,487.32,52.24,435.08,已完成,山东,False,新人首单立减20
微20250709007998,2025-07-09 14:13:00,2025-07-09 14:13:00,SKU_服_008,服装商品22,服装,1,143.29,143.29,20.97,122.32,已完成,北京,True,
微20250709007999,2025-07-09 08:06:00,,SKU_服_015,服装商品7,服装,2,138.28,276.56,16.9,259.66,已取消,四川,True,
微20250709008000,2025-07-09 12:06:00,2025-07-09 12:06:00,SKU_服_003,服装商品47,服装,1,170.26,170.26,23.92,146.34,待发货,上海,False,
微20250709008001,2025-07-09 21:44:00,,SKU_服_001,服装商品38,服装,1,151.94,151.94,16.74,135.2,已取消,湖北,False,满200减30
微20250710008744,2025-07-10 08:13:00,2025-07-10 08:13:00,SKU_美_012,美妆商品7,美妆,2,129.38,258.76,20.9,237.86,已完成,江苏,False,
微20250710008745,2025-07-10 11:09:00,2025-07-10 11:09:00,SKU_美_013,美妆商品29,美妆,2,134.57,269.14,34.99,234.15,已完成,江苏,False,满200减30
微20250710008746,2025-07-10 12:56:00,2025-07-10 12:56:00,SKU_美_002,美妆商品8,美妆,1,146.91,146.91,17.35,129.56,已完成,广东,False,满200减30
微20250710008747,2025-07-10 14:30:00,2025-07-10 14:30:00,SKU_美_016,美妆商品16,美妆,1,139.47,139.47,6.49,132.98,已完成,上海,False,
微20250710008748,2025-07-10 12:04:00,2025-07-10 12:04:00,SKU_美_001,美妆商品32,美妆,1,134.04,134.04,9.22,124.82,已完成,湖北,False,
微20250710008749,2025-07-10 19:30:00,2025-07-10 19:30:00,SKU_美_016,美妆商品49,美妆,1,142.28,142.28,17.17,125.11,已完成,山东,False,
微20250710008750,2025-07-10 22:27:00,2025-07-10 22:27:00,SKU_美_011,美妆商品2,美妆,1,151.27,151.27,7.72,143.55,已完成,上海,False,
微20250710008751,2025-07-10 18:30:00,2025-07-10 18:30:00,SKU_美_019,美妆商品26,美妆,2,136.13,272.26,14.93,257.33,待发货,浙江,False,品类优惠券
微20250710008752,2025-07-10 11:30:00,2025-07-10 11:30:00,SKU_美_017,美妆商品45,美妆,2,143.46,286.92,27.68,259.24,已完成,江苏,False,
微20250710008753,2025-07-10 17:46:00,,SKU_美_001,美妆商品22,美妆,2,137.57,275.14,36.44,238.7,已取消,山东,False,新人首单立减20
微20250710008754,2025-07-10 15:03:00,,SKU_美_011,美妆商品22,美妆,2,157.89,315.78,37.67,278.11,已取消,山东,False,满200减30
微20250710008755,2025-07-10 12:16:00,2025-07-10 12:16:00,SKU_美_010,美妆商品18,美妆,3,139.64,418.92,10.93,407.99,已完成,广东,False,品类优惠券
微20250710008756,2025-07-10 19:11:00,2025-07-10 19:11:00,SKU_美_015,美妆商品35,美妆,1,146.61,146.61,20.1,126.51,已完成,湖北,False,新人首单立减20
微20250710008757,2025-07-10 20:43:00,2025-07-10 20:43:00,SKU_美_007,美妆商品16,美妆,3,129.43,388.29,15.12,373.17,已完成,山东,False,
微20250710008758,2025-07-10 11:31:00,2025-07-10 11:31:00,SKU_美_009,美妆商品20,美妆,3,165.98,497.94,74.24,423.7,已完成,北京,False,品类优惠券
微20250710008759,2025-07-10 13:06:00,2025-07-10 13:06:00,SKU_美_003,美妆商品37,美妆,3,139.34,418.02,57.79,360.23,已完成,江苏,True,满200减30
微20250710008760,2025-07-10 21:32:00,2025-07-10 21:32:00,SKU_美_014,美妆商品47,美妆,1,173.02,173.02,12.03,160.99,已完成,上海,False,
微20250710008761,2025-07-10 21:28:00,2025-07-10 21:28:00,SKU_美_006,美妆商品24,美妆,3,142.04,426.12,9.81,416.31,已完成,北京,False,
微20250710008762,2025-07-10 16:41:00,2025-07-10 16:41:00,SKU_美_013,美妆商品48,美妆,1,131.48,131.48,14.51,116.97,已完成,北京,False,品类优惠券
微20250710008763,2025-07-10 22:56:00,2025-07-10 22:56:00,SKU_美_010,美妆商品16,美妆,1,135.46,135.46,1.11,134.35,待发货,浙江,False,满200减30
微20250710008764,2025-07-10 11:44:00,2025-07-10 11:44:00,SKU_美_001,美妆商品14,美妆,2,124.96,249.92,21.85,228.07,待发货,湖北,False,品类优惠券
微20250710008765,2025-07-10 22:04:00,2025-07-10 22:04:00,SKU_美_019,美妆商品2,美妆,3,138.54,415.62,43.47,372.15,已完成,上海,False,满200减30
微20250710008766,2025-07-10 19:51:00,2025-07-10 19:51:00,SKU_美_006,美妆商品42,美妆,1,145.41,145.41,17.66,127.75,已完成,四川,False,品类优惠券
微20250710008767,2025-07-10 15:52:00,2025-07-10 15:52:00,SKU_美_002,美妆商品12,美妆,2,137.46,274.92,22.46,252.46,已完成,四川,False,
微20250710008768,2025-07-10 17:28:00,2025-07-10 17:28:00,SKU_美_004,美妆商品12,美妆,3,130.55,391.65,43.45,348.2,已完成,上海,False,新人首单立减20
微20250710008769,2025-07-10 13:54:00,2025-07-10 13:54:00,SKU_美_012,美妆商品10,美妆,1,135.72,135.72,3.01,132.71,待发货,湖北,False,
微20250710008770,2025-07-10 09:02:00,2025-07-10 09:02:00,SKU_美_006,美妆商品23,美妆,1,131.79,131.79,17.67,114.12,已完成,浙江,False,
微20250710008771,2025-07-10 14:15:00,2025-07-10 14:15:00,SKU_美_013,美妆商品33,美妆,1,146.67,146.67,3.33,143.34,已完成,广东,False,
微20250710008772,2025-07-10 15:13:00,2025-07-10 15:13:00,SKU_美_013,美妆商品36,美妆,3,138.12,414.36,18.64,395.72,已完成,上海,False,
微20250710008773,2025-07-10 08:32:00,2025-07-10 08:32:00,SKU_美_005,美妆商品37,美妆,1,136.16,136.16,3.74,132.42,已完成,江苏,False,
微20250710008774,2025-07-10 09:03:00,,SKU_美_019,美妆商品18,美妆,1,118.47,118.47,2.78,115.69,已取消,四川,False,满200减30
微20250710008775,2025-07-10 16:37:00,2025-07-10 16:37:00,SKU_美_017,美妆商品37,美妆,3,144.9,434.7,57.6,377.1,待发货,湖北,False,满200减30
微20250710008776,2025-07-10 21:31:00,2025-07-10 21:31:00,SKU_美_015,美妆商品42,美妆,2,151.41,302.82,37.94,264.88,已完成,广东,False,
微20250710008777,2025-07-10 14:55:00,2025-07-10 14:55:00,SKU_美_007,美妆商品24,美妆,1,130.74,130.74,3.24,127.5,已完成,北京,False,
微20250710008778,2025-07-10 10:25:00,2025-07-10 10:25:00,SKU_美_011,美妆商品43,美妆,1,154.33,154.33,17.74,136.59,已完成,山东,False,
微20250710008779,2025-07-10 15:46:00,2025-07-10 15:46:00,SKU_美_008,美妆商品43,美妆,1,135.92,135.92,18.22,117.7,已完成,广东,False,品类优惠券
微20250710008780,2025-07-10 08:51:00,2025-07-10 08:51:00,SKU_美_014,美妆商品38,美妆,1,129.08,129.08,17.06,112.02,已完成,山东,False,满200减30
微20250710008781,2025-07-10 12:09:00,2025-07-10 12:09:00,SKU_食_016,食品商品3,食品,2,49.47,98.94,5.21,93.73,已完成,北京,False,
微20250710008782,2025-07-10 18:37:00,2025-07-10 18:37:00,SKU_食_016,食品商品32,食品,2,58.68,117.36,11.04,106.32,已完成,广东,False,
微20250710008783,2025-07-10 18:12:00,2025-07-10 18:12:00,SKU_食_016,食品商品36,食品,3,53.34,160.02,2.29,157.73,已完成,江苏,False,
微20250710008784,2025-07-10 11:27:00,2025-07-10 11:27:00,SKU_食_010,食品商品6,食品,2,60.72,121.44,15.38,106.06,已完成,上海,False,品类优惠券
微20250710008785,2025-07-10 21:01:00,2025-07-10 21:01:00,SKU_食_017,食品商品35,食品,1,54.64,54.64,2.02,52.62,已完成,北京,False,满200减30
微20250710008786,2025-07-10 08:56:00,2025-07-10 08:56:00,SKU_食_014,食品商品48,食品,2,64.15,128.3,15.33,112.97,已完成,上海,False,满200减30
微20250710008787,2025-07-10 12:06:00,2025-07-10 12:06:00,SKU_食_006,食品商品24,食品,3,50.85,152.55,1.04,151.51,已完成,湖北,False,品类优惠券
微20250710008788,2025-07-10 15:57:00,,SKU_食_009,食品商品1,食品,2,54.86,109.72,12.22,97.5,已取消,四川,False,
微20250710008789,2025-07-10 17:29:00,2025-07-10 17:29:00,SKU_食_012,食品商品25,食品,1,63.26,63.26,3.62,59.64,已完成,四川,False,满200减30
微20250710008790,2025-07-10 13:13:00,2025-07-10 13:13:00,SKU_食_011,食品商品19,食品,2,51.83,103.66,15.06,88.6,待发货,江苏,False,品类优惠券
微20250710008791,2025-07-10 12:04:00,2025-07-10 12:04:00,SKU_食_015,食品商品40,食品,3,54.49,163.47,9.71,153.76,已完成,广东,False,
微20250710008792,2025-07-10 17:15:00,,SKU_食_015,食品商品32,食品,1,61.81,61.81,6.28,55.53,已取消,浙江,False,满200减30
微20250710008793,2025-07-10 09:35:00,2025-07-10 09:35:00,SKU_食_019,食品商品23,食品,1,63.65,63.65,0.26,63.39,已完成,北京,False,
微20250710008794,2025-07-10 17:47:00,2025-07-10 17:47:00,SKU_食_011,食品商品15,食品,3,47.72,143.16,21.04,122.12,已完成,浙江,False,
微20250710008795,2025-07-10 19:40:00,2025-07-10 19:40:00,SKU_食_002,食品商品6,食品,2,58.59,117.18,15.61,101.57,已完成,上海,False,
微20250710008796,2025-07-10 17:48:00,2025-07-10 17:48:00,SKU_食_006,食品商品36,食品,1,60.55,60.55,6.99,53.56,已完成,山东,False,
微20250710008797,2025-07-10 19:10:00,2025-07-10 19:10:00,SKU_食_001,食品商品24,食品,3,52.9,158.7,10.25,148.45,已完成,北京,False,
微20250710008798,2025-07-10 20:40:00,2025-07-10 20:40:00,SKU_食_016,食品商品29,食品,3,51.28,153.84,21.96,131.88,已完成,湖北,False,品类优惠券
微20250710008799,2025-07-10 17:30:00,2025-07-10 17:30:00,SKU_食_010,食品商品30,食品,3,56.52,169.56,18.66,150.9,已完成,北京,False,
微20250710008800,2025-07-10 09:07:00,2025-07-10 09:07:00,SKU_食_007,食品商品12,食品,2,54.11,108.22,5.03,103.19,已完成,浙江,True,品类优惠券
微20250710008801,2025-07-10 17:50:00,2025-07-10 17:50:00,SKU_食_015,食品商品2,食品,1,49.58,49.58,1.04,48.54,已完成,湖北,False,
微20250710008802,2025-07-10 22:24:00,2025-07-10 22:24:00,SKU_食_005,食品商品10,食品,2,57.09,114.18,12.37,101.81,已完成,江苏,False,
微20250710008803,2025-07-10 20:44:00,2025-07-10 20:44:00,SKU_食_010,食品商品34,食品,2,61.34,122.68,2.53,120.15,已完成,四川,False,满200减30
微20250710008804,2025-07-10 19:44:00,2025-07-10 19:44:00,SKU_食_004,食品商品40,食品,2,58.16,116.32,8.35,107.97,已完成,浙江,False,
微20250710008805,2025-07-10 19:08:00,2025-07-10 19:08:00,SKU_食_007,食品商品29,食品,1,59.64,59.64,4.54,55.1,已完成,四川,False,
微20250710008806,2025-07-10 21:25:00,2025-07-10 21:25:00,SKU_食_009,食品商品14,食品,2,53.37,106.74,11.04,95.7,已完成,江苏,False,品类优惠券
微20250710008807,2025-07-10 15:08:00,2025-07-10 15:08:00,SKU_食_006,食品商品16,食品,3,66.14,198.42,6.6,191.82,已完成,四川,False,品类优惠券
微20250710008808,2025-07-10 20:14:00,2025-07-10 20:14:00,SKU_食_003,食品商品10,食品,3,62.27,186.81,26.1,160.71,已完成,北京,True,新人首单立减20
微20250710008809,2025-07-10 22:44:00,,SKU_食_005,食品商品49,食品,1,56.74,56.74,3.06,53.68,已取消,浙江,False,满200减30
微20250710008810,2025-07-10 17:04:00,,SKU_食_011,食品商品42,食品,1,51.74,51.74,5.32,46.42,已取消,湖北,False,品类优惠券
微20250710008811,2025-07-10 21:06:00,2025-07-10 21:06:00,SKU_食_013,食品商品46,食品,3,59.64,178.92,18.01,160.91,已完成,湖北,False,
微20250710008812,2025-07-10 10:46:00,2025-07-10 10:46:00,SKU_食_016,食品商品1,食品,2,49.97,99.94,0.81,99.13,已完成,湖北,False,
微20250710008813,2025-07-10 09:44:00,2025-07-10 09:44:00,SKU_食_008,食品商品14,食品,3,65.4,196.2,28.88,167.32,已完成,北京,False,
微20250710008814,2025-07-10 13:08:00,2025-07-10 13:08:00,SKU_食_001,食品商品41,食品,1,61.96,61.96,7.18,54.78,已完成,四川,False,品类优惠券
微20250710008815,2025-07-10 17:49:00,2025-07-10 17:49:00,SKU_食_016,食品商品26,食品,1,46.36,46.36,0.77,45.59,已完成,上海,False,品类优惠券
微20250710008816,2025-07-10 14:55:00,2025-07-10 14:55:00,SKU_食_019,食品商品49,食品,2,52.59,105.18,11.29,93.89,已完成,湖北,False,
微20250710008817,2025-07-10 21:35:00,2025-07-10 21:35:00,SKU_食_005,食品商品7,食品,1,59.48,59.48,3.68,55.8,已完成,江苏,False,
微20250710008818,2025-07-10 15:22:00,,SKU_电_002,电子商品48,电子,2,332.0,664.0,75.29,588.71,已取消,山东,False,
微20250710008819,2025-07-10 21:28:00,,SKU_电_018,电子商品9,电子,2,309.23,618.46,0.17,618.29,已取消,四川,False,
微20250710008820,2025-07-10 22:20:00,2025-07-10 22:20:00,SKU_电_007,电子商品11,电子,2,279.89,559.78,30.17,529.61,已完成,上海,True,品类优惠券
微20250710008821,2025-07-10 20:07:00,2025-07-10 20:07:00,SKU_电_013,电子商品28,电子,1,261.23,261.23,31.0,230.23,待发货,湖北,False,品类优惠券
微20250710008822,2025-07-10 12:16:00,2025-07-10 12:16:00,SKU_电_007,电子商品35,电子,1,319.53,319.53,13.51,306.02,待发货,湖北,False,
微20250710008823,2025-07-10 14:05:00,,SKU_电_010,电子商品25,电子,2,336.09,672.18,48.29,623.89,已取消,浙江,False,
微20250710008824,2025-07-10 12:10:00,2025-07-10 12:10:00,SKU_电_012,电子商品45,电子,3,359.39,1078.17,84.65,993.52,已完成,广东,False,
微20250710008825,2025-07-10 13:04:00,2025-07-10 13:04:00,SKU_电_002,电子商品38,电子,1,330.52,330.52,26.79,303.73,已完成,山东,False,
微20250710008826,2025-07-10 15:35:00,2025-07-10 15:35:00,SKU_电_006,电子商品37,电子,3,332.86,998.58,90.62,907.96,已完成,四川,False,
微20250710008827,2025-07-10 10:04:00,2025-07-10 10:04:00,SKU_电_001,电子商品27,电子,1,293.96,293.96,26.08,267.88,已完成,四川,False,品类优惠券
微20250710008828,2025-07-10 20:08:00,,SKU_服_014,服装商品30,服装,1,179.41,179.41,0.83,178.58,已取消,湖北,False,新人首单立减20
微20250710008829,2025-07-10 11:38:00,,SKU_服_011,服装商品46,服装,1,159.31,159.31,18.92,140.39,已取消,湖北,False,
微20250710008830,2025-07-10 08:24:00,2025-07-10 08:24:00,SKU_服_003,服装商品48,服装,1,155.56,155.56,15.48,140.08,已完成,北京,False,
微20250710008831,2025-07-10 11:41:00,2025-07-10 11:41:00,SKU_服_004,服装商品15,服装,1,148.06,148.06,7.15,140.91,已完成,四川,False,
微20250710008832,2025-07-10 08:31:00,2025-07-10 08:31:00,SKU_服_009,服装商品13,服装,1,169.02,169.02,0.57,168.45,已完成,山东,False,品类优惠券
微20250710008833,2025-07-10 22:41:00,2025-07-10 22:41:00,SKU_服_001,服装商品44,服装,2,162.73,325.46,13.87,311.59,已完成,湖北,False,新人首单立减20
微20250710008834,2025-07-10 12:04:00,2025-07-10 12:04:00,SKU_服_001,服装商品28,服装,3,158.71,476.13,40.68,435.45,待发货,山东,False,新人首单立减20
微20250710008835,2025-07-10 13:49:00,2025-07-10 13:49:00,SKU_服_003,服装商品42,服装,2,156.23,312.46,12.86,299.6,已完成,江苏,False,新人首单立减20
微20250710008836,2025-07-10 12:22:00,2025-07-10 12:22:00,SKU_服_014,服装商品19,服装,3,201.47,604.41,83.66,520.75,已完成,山东,False,
微20250710008837,2025-07-10 19:38:00,2025-07-10 19:38:00,SKU_服_019,服装商品45,服装,1,155.96,155.96,4.74,151.22,已完成,湖北,False,新人首单立减20
微20250710008838,2025-07-10 14:54:00,2025-07-10 14:54:00,SKU_服_005,服装商品43,服装,3,173.98,521.94,5.29,516.65,已完成,湖北,False,
微20250710008839,2025-07-10 19:39:00,2025-07-10 19:39:00,SKU_服_018,服装商品31,服装,3,167.16,501.48,72.28,429.2,已完成,北京,False,
微20250710008840,2025-07-10 15:12:00,,SKU_服_008,服装商品34,服装,1,175.38,175.38,4.24,171.14,已取消,四川,False,品类优惠券
微20250710008841,2025-07-10 22:58:00,2025-07-10 22:58:00,SKU_服_016,服装商品16,服装,3,176.28,528.84,51.61,477.23,已完成,广东,False,新人首单立减20
微20250710008842,2025-07-10 10:58:00,2025-07-10 10:58:00,SKU_服_011,服装商品32,服装,3,175.06,525.18,27.51,497.67,已完成,上海,False,品类优惠券
微20250710008843,2025-07-10 15:03:00,2025-07-10 15:03:00,SKU_服_004,服装商品25,服装,2,152.66,305.32,22.77,282.55,待发货,江苏,False,满200减30
微20250710008844,2025-07-10 15:09:00,2025-07-10 15:09:00,SKU_服_007,服装商品36,服装,3,177.24,531.72,23.58,508.14,已完成,广东,False,
微20250711009572,2025-07-11 13:20:00,2025-07-11 13:20:00,SKU_美_007,美妆商品34,美妆,1,135.47,135.47,9.83,125.64,已完成,浙江,False,
微20250711009573,2025-07-11 14:22:00,,SKU_美_004,美妆商品6,美妆,1,136.03,136.03,12.91,123.12,已取消,江苏,False,
