日期,商品编码,商品名称,品类,仓库,可用库存,锁定库存,入库量,平均发货时长(小时),是否缺货
2025-07-17,SKU_电_002,电子商品2,电子,华东仓,622,46,18,14.5,False
2025-07-17,SKU_电_003,电子商品3,电子,华东仓,623,7,177,18.6,False
2025-07-17,SKU_电_004,电子商品4,电子,华东仓,583,30,71,15.5,False
2025-07-17,SKU_电_005,电子商品5,电子,华东仓,149,38,187,19.4,False
2025-07-17,SKU_电_001,电子商品1,电子,华南仓,618,9,42,15.6,False
2025-07-17,SKU_电_002,电子商品2,电子,华南仓,701,49,187,23.0,False
2025-07-17,SKU_电_003,电子商品3,电子,华南仓,740,12,165,13.7,False
2025-07-17,SKU_电_004,电子商品4,电子,华南仓,648,24,100,24.0,False
2025-07-17,SKU_电_005,电子商品5,电子,华南仓,314,8,207,22.3,False
2025-07-17,SKU_电_001,电子商品1,电子,华北仓,597,10,288,18.2,False
2025-07-17,SKU_电_002,电子商品2,电子,华北仓,700,43,50,17.2,False
2025-07-17,SKU_电_003,电子商品3,电子,华北仓,372,10,289,21.2,False
2025-07-17,SKU_电_004,电子商品4,电子,华北仓,557,16,165,23.1,False
2025-07-17,SKU_电_005,电子商品5,电子,华北仓,110,8,88,16.4,False
2025-07-17,SKU_服_001,服装商品1,服装,华东仓,412,34,209,13.3,False
2025-07-17,SKU_服_002,服装商品2,服装,华东仓,219,28,164,17.6,False
2025-07-17,SKU_服_003,服装商品3,服装,华东仓,202,38,23,19.0,False
2025-07-17,SKU_服_004,服装商品4,服装,华东仓,621,8,189,14.0,False
2025-07-17,SKU_服_005,服装商品5,服装,华东仓,196,40,152,19.5,False
2025-07-17,SKU_服_001,服装商品1,服装,华南仓,776,33,130,23.4,False
2025-07-17,SKU_服_002,服装商品2,服装,华南仓,735,40,212,21.4,False
2025-07-17,SKU_服_003,服装商品3,服装,华南仓,471,42,0,23.4,False
2025-07-17,SKU_服_004,服装商品4,服装,华南仓,522,34,260,23.4,False
2025-07-17,SKU_服_005,服装商品5,服装,华南仓,598,17,292,15.0,False
2025-07-17,SKU_服_001,服装商品1,服装,华北仓,125,5,190,16.9,False
2025-07-17,SKU_服_002,服装商品2,服装,华北仓,563,12,161,20.4,False
2025-07-17,SKU_服_003,服装商品3,服装,华北仓,243,24,0,21.0,False
2025-07-17,SKU_服_004,服装商品4,服装,华北仓,299,7,45,23.8,False
2025-07-17,SKU_服_005,服装商品5,服装,华北仓,442,17,16,23.1,False
2025-07-18,SKU_美_001,美妆商品1,美妆,华东仓,303,12,173,21.2,False
2025-07-18,SKU_美_002,美妆商品2,美妆,华东仓,373,10,64,19.4,False
2025-07-18,SKU_美_003,美妆商品3,美妆,华东仓,539,11,184,14.0,False
2025-07-18,SKU_美_004,美妆商品4,美妆,华东仓,157,37,68,14.0,False
2025-07-18,SKU_美_005,美妆商品5,美妆,华东仓,732,30,234,16.6,False
2025-07-18,SKU_美_001,美妆商品1,美妆,华南仓,758,41,277,20.8,False
2025-07-18,SKU_美_002,美妆商品2,美妆,华南仓,273,9,196,21.6,False
2025-07-18,SKU_美_003,美妆商品3,美妆,华南仓,485,36,68,24.0,False
2025-07-18,SKU_美_004,美妆商品4,美妆,华南仓,504,28,89,17.7,False
2025-07-18,SKU_美_005,美妆商品5,美妆,华南仓,713,7,224,15.6,False
2025-07-18,SKU_美_001,美妆商品1,美妆,华北仓,687,15,21,19.6,False
2025-07-18,SKU_美_002,美妆商品2,美妆,华北仓,770,29,90,21.9,False
2025-07-18,SKU_美_003,美妆商品3,美妆,华北仓,539,12,222,12.1,False
2025-07-18,SKU_美_004,美妆商品4,美妆,华北仓,338,24,190,19.1,False
2025-07-18,SKU_美_005,美妆商品5,美妆,华北仓,654,22,20,19.4,False
2025-07-18,SKU_食_001,食品商品1,食品,华东仓,425,45,41,19.2,False
2025-07-18,SKU_食_002,食品商品2,食品,华东仓,265,26,263,13.2,False
2025-07-18,SKU_食_003,食品商品3,食品,华东仓,186,39,77,13.1,False
2025-07-18,SKU_食_004,食品商品4,食品,华东仓,711,20,78,22.7,False
2025-07-18,SKU_食_005,食品商品5,食品,华东仓,430,23,99,19.8,False
2025-07-18,SKU_食_001,食品商品1,食品,华南仓,165,37,230,23.5,False
2025-07-18,SKU_食_002,食品商品2,食品,华南仓,356,9,114,18.1,False
2025-07-18,SKU_食_003,食品商品3,食品,华南仓,640,42,165,23.6,False
2025-07-18,SKU_食_004,食品商品4,食品,华南仓,493,20,28,13.8,False
2025-07-18,SKU_食_005,食品商品5,食品,华南仓,412,33,292,22.7,False
2025-07-18,SKU_食_001,食品商品1,食品,华北仓,502,9,65,15.1,False
2025-07-18,SKU_食_002,食品商品2,食品,华北仓,281,26,6,15.2,False
2025-07-18,SKU_食_003,食品商品3,食品,华北仓,135,27,260,23.2,False
2025-07-18,SKU_食_004,食品商品4,食品,华北仓,441,46,235,20.4,False
2025-07-18,SKU_食_005,食品商品5,食品,华北仓,563,23,87,16.8,False
2025-07-18,SKU_电_001,电子商品1,电子,华东仓,777,24,65,15.4,False
2025-07-18,SKU_电_002,电子商品2,电子,华东仓,502,33,286,17.5,False
2025-07-18,SKU_电_003,电子商品3,电子,华东仓,454,17,115,20.4,False
2025-07-18,SKU_电_004,电子商品4,电子,华东仓,660,7,25,18.4,False
2025-07-18,SKU_电_005,电子商品5,电子,华东仓,535,21,266,22.5,False
2025-07-18,SKU_电_001,电子商品1,电子,华南仓,687,23,170,18.4,False
2025-07-18,SKU_电_002,电子商品2,电子,华南仓,588,22,224,23.9,False
2025-07-18,SKU_电_003,电子商品3,电子,华南仓,363,16,199,14.5,False
2025-07-18,SKU_电_004,电子商品4,电子,华南仓,714,21,113,20.9,False
2025-07-18,SKU_电_005,电子商品5,电子,华南仓,747,42,60,18.4,False
2025-07-18,SKU_电_001,电子商品1,电子,华北仓,780,35,261,15.0,False
2025-07-18,SKU_电_002,电子商品2,电子,华北仓,357,11,162,16.8,False
2025-07-18,SKU_电_003,电子商品3,电子,华北仓,575,48,220,13.3,False
2025-07-18,SKU_电_004,电子商品4,电子,华北仓,492,34,109,12.8,False
2025-07-18,SKU_电_005,电子商品5,电子,华北仓,124,25,11,18.7,False
2025-07-18,SKU_服_001,服装商品1,服装,华东仓,766,49,256,18.7,False
2025-07-18,SKU_服_002,服装商品2,服装,华东仓,155,33,196,14.6,False
2025-07-18,SKU_服_003,服装商品3,服装,华东仓,214,30,99,12.6,False
2025-07-18,SKU_服_004,服装商品4,服装,华东仓,401,23,90,22.4,False
2025-07-18,SKU_服_005,服装商品5,服装,华东仓,454,6,22,21.6,False
2025-07-18,SKU_服_001,服装商品1,服装,华南仓,498,32,230,12.3,False
2025-07-18,SKU_服_002,服装商品2,服装,华南仓,186,34,231,12.3,False
2025-07-18,SKU_服_003,服装商品3,服装,华南仓,364,38,260,20.0,False
2025-07-18,SKU_服_004,服装商品4,服装,华南仓,753,38,143,22.8,False
2025-07-18,SKU_服_005,服装商品5,服装,华南仓,392,20,207,23.4,False
2025-07-18,SKU_服_001,服装商品1,服装,华北仓,713,8,164,18.7,False
2025-07-18,SKU_服_002,服装商品2,服装,华北仓,620,15,151,21.3,False
2025-07-18,SKU_服_003,服装商品3,服装,华北仓,351,17,125,22.7,False
2025-07-18,SKU_服_004,服装商品4,服装,华北仓,618,21,237,15.0,False
2025-07-18,SKU_服_005,服装商品5,服装,华北仓,648,38,111,23.7,False
2025-07-19,SKU_美_001,美妆商品1,美妆,华东仓,556,37,170,20.6,False
2025-07-19,SKU_美_002,美妆商品2,美妆,华东仓,319,39,28,14.6,False
2025-07-19,SKU_美_003,美妆商品3,美妆,华东仓,510,46,95,19.6,False
2025-07-19,SKU_美_004,美妆商品4,美妆,华东仓,214,30,264,23.0,False
2025-07-19,SKU_美_005,美妆商品5,美妆,华东仓,683,43,182,16.5,False
2025-07-19,SKU_美_001,美妆商品1,美妆,华南仓,724,45,115,21.2,False
2025-07-19,SKU_美_002,美妆商品2,美妆,华南仓,335,8,250,13.8,False
2025-07-19,SKU_美_003,美妆商品3,美妆,华南仓,611,24,91,14.2,False
2025-07-19,SKU_美_004,美妆商品4,美妆,华南仓,272,45,83,14.1,False
2025-07-19,SKU_美_005,美妆商品5,美妆,华南仓,710,38,254,19.3,False
2025-07-19,SKU_美_001,美妆商品1,美妆,华北仓,722,16,115,17.7,False
2025-07-19,SKU_美_002,美妆商品2,美妆,华北仓,120,38,130,19.4,False
2025-07-19,SKU_美_003,美妆商品3,美妆,华北仓,379,38,292,15.7,False
2025-07-19,SKU_美_004,美妆商品4,美妆,华北仓,415,5,213,24.0,False
2025-07-19,SKU_美_005,美妆商品5,美妆,华北仓,120,10,291,17.8,False
2025-07-19,SKU_食_001,食品商品1,食品,华东仓,560,25,159,20.3,False
2025-07-19,SKU_食_002,食品商品2,食品,华东仓,494,27,265,18.5,False
2025-07-19,SKU_食_003,食品商品3,食品,华东仓,375,23,131,22.0,False
2025-07-19,SKU_食_004,食品商品4,食品,华东仓,130,37,97,20.8,False
2025-07-19,SKU_食_005,食品商品5,食品,华东仓,404,7,25,16.6,False
2025-07-19,SKU_食_001,食品商品1,食品,华南仓,129,48,11,13.2,False
2025-07-19,SKU_食_002,食品商品2,食品,华南仓,133,36,248,12.6,False
2025-07-19,SKU_食_003,食品商品3,食品,华南仓,484,14,63,16.2,False
2025-07-19,SKU_食_004,食品商品4,食品,华南仓,569,9,262,18.1,False
2025-07-19,SKU_食_005,食品商品5,食品,华南仓,467,38,22,17.4,False
2025-07-19,SKU_食_001,食品商品1,食品,华北仓,623,12,182,17.9,False
2025-07-19,SKU_食_002,食品商品2,食品,华北仓,471,20,166,18.2,False
2025-07-19,SKU_食_003,食品商品3,食品,华北仓,469,27,298,16.7,False
2025-07-19,SKU_食_004,食品商品4,食品,华北仓,288,27,201,14.0,False
2025-07-19,SKU_食_005,食品商品5,食品,华北仓,623,30,118,17.7,False
2025-07-19,SKU_电_001,电子商品1,电子,华东仓,635,15,49,16.1,False
2025-07-19,SKU_电_002,电子商品2,电子,华东仓,507,15,77,14.0,False
2025-07-19,SKU_电_003,电子商品3,电子,华东仓,172,38,248,21.7,False
2025-07-19,SKU_电_004,电子商品4,电子,华东仓,550,15,147,18.1,False
2025-07-19,SKU_电_005,电子商品5,电子,华东仓,200,11,261,23.6,False
2025-07-19,SKU_电_001,电子商品1,电子,华南仓,641,24,197,14.7,False
2025-07-19,SKU_电_002,电子商品2,电子,华南仓,210,37,8,22.3,False
2025-07-19,SKU_电_003,电子商品3,电子,华南仓,411,35,208,13.3,False
2025-07-19,SKU_电_004,电子商品4,电子,华南仓,132,41,260,22.0,False
2025-07-19,SKU_电_005,电子商品5,电子,华南仓,195,42,123,13.2,False
2025-07-19,SKU_电_001,电子商品1,电子,华北仓,700,15,261,12.8,False
2025-07-19,SKU_电_002,电子商品2,电子,华北仓,115,26,127,22.4,False
2025-07-19,SKU_电_003,电子商品3,电子,华北仓,639,19,214,18.5,False
2025-07-19,SKU_电_004,电子商品4,电子,华北仓,725,24,29,20.2,False
2025-07-19,SKU_电_005,电子商品5,电子,华北仓,130,46,181,22.1,False
2025-07-19,SKU_服_001,服装商品1,服装,华东仓,485,7,230,22.4,False
2025-07-19,SKU_服_002,服装商品2,服装,华东仓,447,34,251,18.6,False
2025-07-19,SKU_服_003,服装商品3,服装,华东仓,457,47,263,21.9,False
2025-07-19,SKU_服_004,服装商品4,服装,华东仓,245,34,19,16.6,False
2025-07-19,SKU_服_005,服装商品5,服装,华东仓,348,12,95,15.6,False
2025-07-19,SKU_服_001,服装商品1,服装,华南仓,180,47,52,17.7,False
2025-07-19,SKU_服_002,服装商品2,服装,华南仓,204,14,174,12.8,False
2025-07-19,SKU_服_003,服装商品3,服装,华南仓,701,29,277,20.9,False
2025-07-19,SKU_服_004,服装商品4,服装,华南仓,740,27,76,23.6,False
2025-07-19,SKU_服_005,服装商品5,服装,华南仓,727,28,137,22.0,False
2025-07-19,SKU_服_001,服装商品1,服装,华北仓,301,38,27,19.4,False
2025-07-19,SKU_服_002,服装商品2,服装,华北仓,447,8,287,23.1,False
2025-07-19,SKU_服_003,服装商品3,服装,华北仓,321,23,96,13.6,False
2025-07-19,SKU_服_004,服装商品4,服装,华北仓,402,47,164,22.1,False
2025-07-19,SKU_服_005,服装商品5,服装,华北仓,542,49,83,14.0,False
2025-07-20,SKU_美_001,美妆商品1,美妆,华东仓,243,14,121,16.3,False
2025-07-20,SKU_美_002,美妆商品2,美妆,华东仓,721,26,109,15.5,False
2025-07-20,SKU_美_003,美妆商品3,美妆,华东仓,545,23,294,21.2,False
2025-07-20,SKU_美_004,美妆商品4,美妆,华东仓,173,47,19,20.7,False
2025-07-20,SKU_美_005,美妆商品5,美妆,华东仓,741,30,22,22.4,False
2025-07-20,SKU_美_001,美妆商品1,美妆,华南仓,608,31,296,21.6,False
2025-07-20,SKU_美_002,美妆商品2,美妆,华南仓,693,9,5,16.1,False
2025-07-20,SKU_美_003,美妆商品3,美妆,华南仓,645,30,120,12.1,False
2025-07-20,SKU_美_004,美妆商品4,美妆,华南仓,528,10,212,19.8,False
2025-07-20,SKU_美_005,美妆商品5,美妆,华南仓,229,16,48,19.6,False
2025-07-20,SKU_美_001,美妆商品1,美妆,华北仓,153,49,191,12.7,False
2025-07-20,SKU_美_002,美妆商品2,美妆,华北仓,675,32,86,18.3,False
2025-07-20,SKU_美_003,美妆商品3,美妆,华北仓,555,37,155,22.1,False
2025-07-20,SKU_美_004,美妆商品4,美妆,华北仓,188,21,174,15.8,False
2025-07-20,SKU_美_005,美妆商品5,美妆,华北仓,324,12,45,19.9,False
2025-07-20,SKU_食_001,食品商品1,食品,华东仓,457,27,78,17.5,False
2025-07-20,SKU_食_002,食品商品2,食品,华东仓,557,26,203,14.3,False
2025-07-20,SKU_食_003,食品商品3,食品,华东仓,589,34,32,19.0,False
2025-07-20,SKU_食_004,食品商品4,食品,华东仓,120,6,97,22.7,False
2025-07-20,SKU_食_005,食品商品5,食品,华东仓,520,36,187,12.5,False
2025-07-20,SKU_食_001,食品商品1,食品,华南仓,448,11,200,22.3,False
2025-07-20,SKU_食_002,食品商品2,食品,华南仓,665,45,47,14.4,False
2025-07-20,SKU_食_003,食品商品3,食品,华南仓,442,10,14,20.7,False
2025-07-20,SKU_食_004,食品商品4,食品,华南仓,131,46,93,19.0,False
2025-07-20,SKU_食_005,食品商品5,食品,华南仓,796,45,180,22.5,False
2025-07-20,SKU_食_001,食品商品1,食品,华北仓,749,6,3,19.9,False
2025-07-20,SKU_食_002,食品商品2,食品,华北仓,788,19,71,13.3,False
2025-07-20,SKU_食_003,食品商品3,食品,华北仓,728,10,73,15.4,False
2025-07-20,SKU_食_004,食品商品4,食品,华北仓,385,44,44,12.2,False
2025-07-20,SKU_食_005,食品商品5,食品,华北仓,297,43,81,14.7,False
2025-07-20,SKU_电_001,电子商品1,电子,华东仓,569,15,271,20.3,False
2025-07-20,SKU_电_002,电子商品2,电子,华东仓,655,23,121,22.2,False
2025-07-20,SKU_电_003,电子商品3,电子,华东仓,625,46,69,13.6,False
2025-07-20,SKU_电_004,电子商品4,电子,华东仓,478,32,261,19.1,False
2025-07-20,SKU_电_005,电子商品5,电子,华东仓,331,34,67,20.4,False
2025-07-20,SKU_电_001,电子商品1,电子,华南仓,612,40,89,14.6,False
2025-07-20,SKU_电_002,电子商品2,电子,华南仓,530,6,158,13.7,False
2025-07-20,SKU_电_003,电子商品3,电子,华南仓,762,29,266,16.9,False
2025-07-20,SKU_电_004,电子商品4,电子,华南仓,220,15,147,13.5,False
2025-07-20,SKU_电_005,电子商品5,电子,华南仓,190,42,185,15.4,False
2025-07-20,SKU_电_001,电子商品1,电子,华北仓,526,20,286,23.9,False
2025-07-20,SKU_电_002,电子商品2,电子,华北仓,421,41,199,15.3,False
2025-07-20,SKU_电_003,电子商品3,电子,华北仓,477,45,244,21.7,False
2025-07-20,SKU_电_004,电子商品4,电子,华北仓,708,23,235,23.8,False
2025-07-20,SKU_电_005,电子商品5,电子,华北仓,401,31,60,12.2,False
2025-07-20,SKU_服_001,服装商品1,服装,华东仓,582,14,19,14.8,False
2025-07-20,SKU_服_002,服装商品2,服装,华东仓,362,49,291,17.6,False
2025-07-20,SKU_服_003,服装商品3,服装,华东仓,707,9,71,12.5,False
2025-07-20,SKU_服_004,服装商品4,服装,华东仓,453,7,27,14.9,False
2025-07-20,SKU_服_005,服装商品5,服装,华东仓,240,18,129,21.8,False
2025-07-20,SKU_服_001,服装商品1,服装,华南仓,317,26,299,13.9,False
2025-07-20,SKU_服_002,服装商品2,服装,华南仓,105,5,239,17.2,False
2025-07-20,SKU_服_003,服装商品3,服装,华南仓,735,48,44,14.9,False
2025-07-20,SKU_服_004,服装商品4,服装,华南仓,439,21,82,19.1,False
2025-07-20,SKU_服_005,服装商品5,服装,华南仓,659,28,157,12.3,False
2025-07-20,SKU_服_001,服装商品1,服装,华北仓,540,24,24,12.0,False
2025-07-20,SKU_服_002,服装商品2,服装,华北仓,327,42,62,22.8,False
2025-07-20,SKU_服_003,服装商品3,服装,华北仓,116,7,109,13.1,False
2025-07-20,SKU_服_004,服装商品4,服装,华北仓,157,15,168,23.0,False
2025-07-20,SKU_服_005,服装商品5,服装,华北仓,356,36,216,16.1,False
2025-07-21,SKU_美_001,美妆商品1,美妆,华东仓,368,10,28,12.5,False
2025-07-21,SKU_美_002,美妆商品2,美妆,华东仓,520,30,218,12.1,False
2025-07-21,SKU_美_003,美妆商品3,美妆,华东仓,175,5,96,21.0,False
2025-07-21,SKU_美_004,美妆商品4,美妆,华东仓,212,22,254,17.8,False
2025-07-21,SKU_美_005,美妆商品5,美妆,华东仓,417,24,111,18.6,False
2025-07-21,SKU_美_001,美妆商品1,美妆,华南仓,144,41,83,14.3,False
2025-07-21,SKU_美_002,美妆商品2,美妆,华南仓,425,41,20,17.5,False
2025-07-21,SKU_美_003,美妆商品3,美妆,华南仓,773,12,123,22.2,False
2025-07-21,SKU_美_004,美妆商品4,美妆,华南仓,361,19,43,23.1,False
2025-07-21,SKU_美_005,美妆商品5,美妆,华南仓,178,46,150,21.8,False
2025-07-21,SKU_美_001,美妆商品1,美妆,华北仓,575,8,192,12.5,False
2025-07-21,SKU_美_002,美妆商品2,美妆,华北仓,310,13,17,18.6,False
2025-07-21,SKU_美_003,美妆商品3,美妆,华北仓,744,40,217,12.7,False
2025-07-21,SKU_美_004,美妆商品4,美妆,华北仓,769,5,84,22.9,False
2025-07-21,SKU_美_005,美妆商品5,美妆,华北仓,688,43,15,17.5,False
2025-07-21,SKU_食_001,食品商品1,食品,华东仓,711,7,175,12.6,False
2025-07-21,SKU_食_002,食品商品2,食品,华东仓,549,27,94,20.7,False
2025-07-21,SKU_食_003,食品商品3,食品,华东仓,524,31,69,12.7,False
2025-07-21,SKU_食_004,食品商品4,食品,华东仓,655,12,151,18.1,False
2025-07-21,SKU_食_005,食品商品5,食品,华东仓,248,20,248,13.9,False
2025-07-21,SKU_食_001,食品商品1,食品,华南仓,651,29,267,23.6,False
2025-07-21,SKU_食_002,食品商品2,食品,华南仓,161,19,151,18.1,False
2025-07-21,SKU_食_003,食品商品3,食品,华南仓,291,14,297,14.6,False
2025-07-21,SKU_食_004,食品商品4,食品,华南仓,253,11,289,14.9,False
2025-07-21,SKU_食_005,食品商品5,食品,华南仓,788,12,77,18.1,False
2025-07-21,SKU_食_001,食品商品1,食品,华北仓,123,33,265,17.2,False
2025-07-21,SKU_食_002,食品商品2,食品,华北仓,697,40,252,16.0,False
2025-07-21,SKU_食_003,食品商品3,食品,华北仓,746,28,52,21.1,False
2025-07-21,SKU_食_004,食品商品4,食品,华北仓,571,36,10,21.4,False
2025-07-21,SKU_食_005,食品商品5,食品,华北仓,532,43,118,19.4,False
2025-07-21,SKU_电_001,电子商品1,电子,华东仓,225,12,47,23.9,False
2025-07-21,SKU_电_002,电子商品2,电子,华东仓,408,31,115,16.5,False
2025-07-21,SKU_电_003,电子商品3,电子,华东仓,559,14,76,22.7,False
2025-07-21,SKU_电_004,电子商品4,电子,华东仓,552,25,228,14.3,False
2025-07-21,SKU_电_005,电子商品5,电子,华东仓,444,30,117,22.6,False
2025-07-21,SKU_电_001,电子商品1,电子,华南仓,103,6,284,14.1,False
2025-07-21,SKU_电_002,电子商品2,电子,华南仓,557,15,168,19.5,False
2025-07-21,SKU_电_003,电子商品3,电子,华南仓,288,22,266,19.1,False
2025-07-21,SKU_电_004,电子商品4,电子,华南仓,779,32,145,13.1,False
2025-07-21,SKU_电_005,电子商品5,电子,华南仓,264,7,176,18.7,False
2025-07-21,SKU_电_001,电子商品1,电子,华北仓,553,27,162,21.2,False
2025-07-21,SKU_电_002,电子商品2,电子,华北仓,622,17,95,19.4,False
2025-07-21,SKU_电_003,电子商品3,电子,华北仓,183,6,98,19.6,False
2025-07-21,SKU_电_004,电子商品4,电子,华北仓,382,45,256,15.6,False
2025-07-21,SKU_电_005,电子商品5,电子,华北仓,295,5,294,14.9,False
2025-07-21,SKU_服_001,服装商品1,服装,华东仓,550,25,246,15.5,False
2025-07-21,SKU_服_002,服装商品2,服装,华东仓,683,14,175,16.3,False
2025-07-21,SKU_服_003,服装商品3,服装,华东仓,580,9,53,15.5,False
2025-07-21,SKU_服_004,服装商品4,服装,华东仓,738,30,290,23.2,False
2025-07-21,SKU_服_005,服装商品5,服装,华东仓,394,42,31,14.9,False
2025-07-21,SKU_服_001,服装商品1,服装,华南仓,609,11,210,23.5,False
2025-07-21,SKU_服_002,服装商品2,服装,华南仓,392,29,153,17.4,False
2025-07-21,SKU_服_003,服装商品3,服装,华南仓,762,41,68,15.0,False
2025-07-21,SKU_服_004,服装商品4,服装,华南仓,346,27,221,14.2,False
2025-07-21,SKU_服_005,服装商品5,服装,华南仓,759,18,60,18.9,False
2025-07-21,SKU_服_001,服装商品1,服装,华北仓,790,16,210,15.9,False
2025-07-21,SKU_服_002,服装商品2,服装,华北仓,382,5,41,20.5,False
2025-07-21,SKU_服_003,服装商品3,服装,华北仓,333,36,119,16.0,False
2025-07-21,SKU_服_004,服装商品4,服装,华北仓,587,45,22,13.6,False
2025-07-21,SKU_服_005,服装商品5,服装,华北仓,548,7,119,21.1,False
2025-07-22,SKU_美_001,美妆商品1,美妆,华东仓,770,10,66,15.1,False
2025-07-22,SKU_美_002,美妆商品2,美妆,华东仓,437,34,67,13.8,False
2025-07-22,SKU_美_003,美妆商品3,美妆,华东仓,518,48,205,15.9,False
2025-07-22,SKU_美_004,美妆商品4,美妆,华东仓,714,27,11,13.7,False
2025-07-22,SKU_美_005,美妆商品5,美妆,华东仓,146,46,130,22.7,False
2025-07-22,SKU_美_001,美妆商品1,美妆,华南仓,225,14,202,15.8,False
2025-07-22,SKU_美_002,美妆商品2,美妆,华南仓,593,8,83,15.8,False
2025-07-22,SKU_美_003,美妆商品3,美妆,华南仓,339,44,208,18.1,False
2025-07-22,SKU_美_004,美妆商品4,美妆,华南仓,655,47,213,17.9,False
2025-07-22,SKU_美_005,美妆商品5,美妆,华南仓,772,46,13,19.7,False
2025-07-22,SKU_美_001,美妆商品1,美妆,华北仓,565,22,19,22.5,False
2025-07-22,SKU_美_002,美妆商品2,美妆,华北仓,631,15,136,17.4,False
2025-07-22,SKU_美_003,美妆商品3,美妆,华北仓,128,32,164,21.4,False
2025-07-22,SKU_美_004,美妆商品4,美妆,华北仓,273,25,272,17.5,False
2025-07-22,SKU_美_005,美妆商品5,美妆,华北仓,163,20,284,23.2,False
2025-07-22,SKU_食_001,食品商品1,食品,华东仓,676,31,254,21.3,False
2025-07-22,SKU_食_002,食品商品2,食品,华东仓,585,33,207,22.2,False
2025-07-22,SKU_食_003,食品商品3,食品,华东仓,403,8,252,13.7,False
2025-07-22,SKU_食_004,食品商品4,食品,华东仓,531,28,132,23.4,False
2025-07-22,SKU_食_005,食品商品5,食品,华东仓,136,33,232,21.3,False
2025-07-22,SKU_食_001,食品商品1,食品,华南仓,451,33,147,21.6,False
2025-07-22,SKU_食_002,食品商品2,食品,华南仓,765,25,242,17.1,False
2025-07-22,SKU_食_003,食品商品3,食品,华南仓,265,34,117,23.9,False
2025-07-22,SKU_食_004,食品商品4,食品,华南仓,397,13,149,23.2,False
2025-07-22,SKU_食_005,食品商品5,食品,华南仓,691,47,215,16.7,False
2025-07-22,SKU_食_001,食品商品1,食品,华北仓,327,30,247,15.4,False
2025-07-22,SKU_食_002,食品商品2,食品,华北仓,762,40,1,12.3,False
2025-07-22,SKU_食_003,食品商品3,食品,华北仓,268,24,61,14.5,False
2025-07-22,SKU_食_004,食品商品4,食品,华北仓,650,6,299,13.2,False
2025-07-22,SKU_食_005,食品商品5,食品,华北仓,759,21,77,18.4,False
2025-07-22,SKU_电_001,电子商品1,电子,华东仓,180,27,0,23.4,False
2025-07-22,SKU_电_002,电子商品2,电子,华东仓,676,32,70,20.5,False
2025-07-22,SKU_电_003,电子商品3,电子,华东仓,253,8,287,16.9,False
2025-07-22,SKU_电_004,电子商品4,电子,华东仓,492,43,112,22.4,False
2025-07-22,SKU_电_005,电子商品5,电子,华东仓,159,27,26,18.6,False
2025-07-22,SKU_电_001,电子商品1,电子,华南仓,389,9,258,14.6,False
2025-07-22,SKU_电_002,电子商品2,电子,华南仓,165,31,168,14.9,False
2025-07-22,SKU_电_003,电子商品3,电子,华南仓,139,24,77,12.5,False
2025-07-22,SKU_电_004,电子商品4,电子,华南仓,420,33,34,23.7,False
2025-07-22,SKU_电_005,电子商品5,电子,华南仓,763,24,242,18.2,False
2025-07-22,SKU_电_001,电子商品1,电子,华北仓,165,16,133,24.0,False
2025-07-22,SKU_电_002,电子商品2,电子,华北仓,213,37,126,14.1,False
2025-07-22,SKU_电_003,电子商品3,电子,华北仓,662,29,236,21.3,False
2025-07-22,SKU_电_004,电子商品4,电子,华北仓,548,12,7,20.0,False
2025-07-22,SKU_电_005,电子商品5,电子,华北仓,464,45,151,21.6,False
2025-07-22,SKU_服_001,服装商品1,服装,华东仓,785,7,87,20.5,False
2025-07-22,SKU_服_002,服装商品2,服装,华东仓,447,34,3,14.3,False
2025-07-22,SKU_服_003,服装商品3,服装,华东仓,121,29,185,23.5,False
2025-07-22,SKU_服_004,服装商品4,服装,华东仓,565,31,279,13.0,False
2025-07-22,SKU_服_005,服装商品5,服装,华东仓,780,7,187,13.4,False
2025-07-22,SKU_服_001,服装商品1,服装,华南仓,777,38,132,23.8,False
2025-07-22,SKU_服_002,服装商品2,服装,华南仓,636,5,263,13.8,False
2025-07-22,SKU_服_003,服装商品3,服装,华南仓,235,25,287,20.8,False
2025-07-22,SKU_服_004,服装商品4,服装,华南仓,642,14,72,12.4,False
2025-07-22,SKU_服_005,服装商品5,服装,华南仓,448,23,226,21.1,False
2025-07-22,SKU_服_001,服装商品1,服装,华北仓,246,48,122,12.2,False
2025-07-22,SKU_服_002,服装商品2,服装,华北仓,483,36,58,16.2,False
2025-07-22,SKU_服_003,服装商品3,服装,华北仓,739,39,16,22.6,False
2025-07-22,SKU_服_004,服装商品4,服装,华北仓,219,17,71,18.2,False
2025-07-22,SKU_服_005,服装商品5,服装,华北仓,521,49,229,16.7,False
2025-07-23,SKU_美_001,美妆商品1,美妆,华东仓,152,14,291,14.4,False
2025-07-23,SKU_美_002,美妆商品2,美妆,华东仓,771,19,30,12.6,False
2025-07-23,SKU_美_003,美妆商品3,美妆,华东仓,119,25,21,16.0,False
2025-07-23,SKU_美_004,美妆商品4,美妆,华东仓,671,5,169,22.9,False
2025-07-23,SKU_美_005,美妆商品5,美妆,华东仓,334,29,28,12.8,False
2025-07-23,SKU_美_001,美妆商品1,美妆,华南仓,406,25,63,13.6,False
2025-07-23,SKU_美_002,美妆商品2,美妆,华南仓,592,28,256,14.3,False
