日期,计划ID,计划名称,计划类型,品类,展现量,点击量,点击率,花费,平均点击花费,直接支付订单数,直接支付金额,间接支付订单数,间接支付金额,ROI
2025-07-25,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,133043,5076,0.0382,3894.72,0.77,80,11754.82,10,1302.62,3.35
2025-07-25,camp_淘_001,美妆新品-信息流,信息流,美妆,140884,2954,0.021,2272.87,0.77,43,5823.03,7,1019.18,3.01
2025-07-25,camp_淘_002,食品特卖-直播推广,直播推广,食品,82426,1572,0.0191,1765.67,1.12,14,523.95,3,151.55,0.38
2025-07-25,camp_淘_003,电子数码-智能推荐,信息流,电子,127790,3342,0.0262,1852.63,0.55,43,16864.39,10,4057.52,11.29
2025-07-25,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,53059,1629,0.0307,1150.58,0.71,17,5489.55,3,1141.82,5.76
2025-07-25,camp_淘_005,服装上新-信息流,信息流,服装,58585,2264,0.0386,2149.42,0.95,22,3759.3,2,346.58,1.91
2025-07-25,camp_淘_006,服装大促-搜索推广,搜索推广,服装,56822,1123,0.0198,1201.65,1.07,22,3448.07,3,531.54,3.31
2025-07-25,camp_淘_007,食品健康-搜索推广,搜索推广,食品,52540,1327,0.0253,914.22,0.69,26,934.58,6,207.69,1.25
2025-07-26,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,114919,3287,0.0286,3751.32,1.14,67,9067.44,12,1516.99,2.82
2025-07-26,camp_淘_001,美妆新品-信息流,信息流,美妆,119049,3228,0.0271,3351.52,1.04,43,5792.15,5,596.76,1.91
2025-07-26,camp_淘_002,食品特卖-直播推广,直播推广,食品,101300,1862,0.0184,995.78,0.53,28,1214.32,6,256.87,1.48
2025-07-26,camp_淘_003,电子数码-智能推荐,信息流,电子,126779,3967,0.0313,4262.97,1.07,36,11694.96,6,2283.35,3.28
2025-07-26,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,75790,1766,0.0233,907.25,0.51,38,16256.58,7,2505.17,20.68
2025-07-26,camp_淘_005,服装上新-信息流,信息流,服装,59178,1474,0.0249,1380.26,0.94,13,2041.08,2,321.83,1.71
2025-07-26,camp_淘_006,服装大促-搜索推广,搜索推广,服装,112193,4139,0.0369,3180.91,0.77,99,19361.87,15,2758.69,6.95
2025-07-26,camp_淘_007,食品健康-搜索推广,搜索推广,食品,137880,3657,0.0265,1627.84,0.45,55,2647.66,8,323.91,1.83
2025-07-27,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,52886,1094,0.0207,1143.89,1.05,22,3216.05,5,562.05,3.3
2025-07-27,camp_淘_001,美妆新品-信息流,信息流,美妆,121434,3769,0.031,1708.47,0.45,66,9708.85,14,1606.68,6.62
2025-07-27,camp_淘_002,食品特卖-直播推广,直播推广,食品,71944,2072,0.0288,1715.42,0.83,16,635.29,3,153.51,0.46
2025-07-27,camp_淘_003,电子数码-智能推荐,信息流,电子,133724,2718,0.0203,1346.96,0.5,48,18013.94,11,4131.56,16.44
2025-07-27,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,70751,2803,0.0396,3027.04,1.08,36,12284.21,8,2678.17,4.94
2025-07-27,camp_淘_005,服装上新-信息流,信息流,服装,149155,5412,0.0363,2940.13,0.54,125,17073.59,36,6496.28,8.02
2025-07-27,camp_淘_006,服装大促-搜索推广,搜索推广,服装,129626,2545,0.0196,1728.38,0.68,58,8955.49,7,1450.55,6.02
2025-07-27,camp_淘_007,食品健康-搜索推广,搜索推广,食品,60069,1385,0.0231,1417.94,1.02,11,442.31,1,47.07,0.35
2025-07-28,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,144067,5308,0.0368,3208.9,0.6,77,8656.4,19,2566.99,3.5
2025-07-28,camp_淘_001,美妆新品-信息流,信息流,美妆,66462,2821,0.0424,3183.12,1.13,29,3487.28,4,441.96,1.23
2025-07-28,camp_淘_002,食品特卖-直播推广,直播推广,食品,123823,2750,0.0222,1197.58,0.44,37,1851.59,9,406.15,1.89
2025-07-28,camp_淘_003,电子数码-智能推荐,信息流,电子,132502,4591,0.0346,2897.49,0.63,81,27680.79,12,3991.75,10.93
2025-07-28,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,67175,1355,0.0202,1205.24,0.89,32,9228.12,7,2459.76,9.7
2025-07-28,camp_淘_005,服装上新-信息流,信息流,服装,111983,4137,0.0369,3237.26,0.78,60,10026.82,9,1831.99,3.66
2025-07-28,camp_淘_006,服装大促-搜索推广,搜索推广,服装,128292,3331,0.026,2032.1,0.61,51,9155.16,8,1853.16,5.42
2025-07-28,camp_淘_007,食品健康-搜索推广,搜索推广,食品,142686,4004,0.0281,4324.13,1.08,99,4535.74,24,1140.59,1.31
2025-07-29,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,70918,3163,0.0446,3435.1,1.09,78,7997.68,20,2523.77,3.06
2025-07-29,camp_淘_001,美妆新品-信息流,信息流,美妆,127055,4523,0.0356,5407.58,1.2,53,6774.89,14,1952.61,1.61
2025-07-29,camp_淘_002,食品特卖-直播推广,直播推广,食品,65466,2349,0.0359,2115.22,0.9,27,1338.28,7,325.55,0.79
2025-07-29,camp_淘_003,电子数码-智能推荐,信息流,电子,75028,2022,0.027,1146.12,0.57,37,15050.29,6,2048.23,14.92
2025-07-29,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,61374,1476,0.0241,777.47,0.53,17,5586.71,3,1154.55,8.67
2025-07-29,camp_淘_005,服装上新-信息流,信息流,服装,77160,3252,0.0421,1403.9,0.43,47,8847.34,6,1197.29,7.15
2025-07-29,camp_淘_006,服装大促-搜索推广,搜索推广,服装,107651,2951,0.0274,2127.57,0.72,55,10047.26,13,2317.2,5.81
2025-07-29,camp_淘_007,食品健康-搜索推广,搜索推广,食品,141063,3507,0.0249,2894.56,0.83,60,2558.99,11,536.76,1.07
2025-07-30,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,115037,2480,0.0216,1887.37,0.76,32,3630.91,4,594.1,2.24
2025-07-30,camp_淘_001,美妆新品-信息流,信息流,美妆,86706,3723,0.0429,4430.73,1.19,84,11370.05,16,1837.25,2.98
2025-07-30,camp_淘_002,食品特卖-直播推广,直播推广,食品,55280,2401,0.0434,2428.93,1.01,44,1983.56,8,331.68,0.95
2025-07-30,camp_淘_003,电子数码-智能推荐,信息流,电子,86115,3208,0.0373,2963.82,0.92,63,23901.46,6,2365.63,8.86
2025-07-30,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,72576,2526,0.0348,2421.16,0.96,30,9981.56,5,1795.07,4.86
2025-07-30,camp_淘_005,服装上新-信息流,信息流,服装,115116,4667,0.0405,4688.32,1.0,104,17632.97,28,5018.97,4.83
2025-07-30,camp_淘_006,服装大促-搜索推广,搜索推广,服装,71936,1719,0.0239,1338.71,0.78,40,6952.53,11,1531.14,6.34
2025-07-30,camp_淘_007,食品健康-搜索推广,搜索推广,食品,70981,1735,0.0245,710.29,0.41,30,1392.35,3,155.53,2.18
2025-07-31,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,137007,3907,0.0285,2613.26,0.67,61,7770.46,10,1046.14,3.37
2025-07-31,camp_淘_001,美妆新品-信息流,信息流,美妆,138556,4168,0.0301,3399.98,0.82,59,8446.82,14,1688.96,2.98
2025-07-31,camp_淘_002,食品特卖-直播推广,直播推广,食品,135459,3336,0.0246,1861.03,0.56,68,3095.36,19,837.07,2.11
2025-07-31,camp_淘_003,电子数码-智能推荐,信息流,电子,119825,5272,0.044,3164.55,0.6,88,29531.48,22,7469.85,11.69
2025-07-31,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,81841,2765,0.0338,2030.53,0.73,42,14430.15,5,1692.66,7.94
2025-07-31,camp_淘_005,服装上新-信息流,信息流,服装,63038,1452,0.023,586.61,0.4,27,5463.0,4,718.38,10.54
2025-07-31,camp_淘_006,服装大促-搜索推广,搜索推广,服装,60299,1597,0.0265,738.37,0.46,15,2522.11,1,133.47,3.6
2025-07-31,camp_淘_007,食品健康-搜索推广,搜索推广,食品,118323,4793,0.0405,4830.91,1.01,41,2270.11,5,261.35,0.52
2025-08-01,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,82941,2324,0.028,2521.01,1.08,37,4898.34,5,561.26,2.17
2025-08-01,camp_淘_001,美妆新品-信息流,信息流,美妆,53046,1042,0.0197,583.55,0.56,12,1257.02,1,113.47,2.35
2025-08-01,camp_淘_002,食品特卖-直播推广,直播推广,食品,95445,3407,0.0357,2065.64,0.61,49,2341.95,12,508.61,1.38
2025-08-01,camp_淘_003,电子数码-智能推荐,信息流,电子,59027,2231,0.0378,2427.41,1.09,40,13408.26,5,1892.13,6.3
2025-08-01,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,115014,3890,0.0338,3513.97,0.9,54,19398.47,10,4174.14,6.71
2025-08-01,camp_淘_005,服装上新-信息流,信息流,服装,111937,4763,0.0426,4128.81,0.87,90,13956.43,22,3558.49,4.24
2025-08-01,camp_淘_006,服装大促-搜索推广,搜索推广,服装,94473,2909,0.0308,2134.43,0.73,71,11959.2,13,2647.54,6.84
2025-08-01,camp_淘_007,食品健康-搜索推广,搜索推广,食品,75428,1581,0.021,1099.33,0.7,19,849.33,4,160.09,0.92
2025-08-02,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,136604,3040,0.0223,2313.24,0.76,68,8006.66,16,2058.76,4.35
2025-08-02,camp_淘_001,美妆新品-信息流,信息流,美妆,62859,1952,0.0311,1332.59,0.68,32,4093.61,8,991.38,3.82
2025-08-02,camp_淘_002,食品特卖-直播推广,直播推广,食品,119900,2231,0.0186,1944.63,0.87,27,1288.54,7,296.57,0.82
2025-08-02,camp_淘_003,电子数码-智能推荐,信息流,电子,52552,2208,0.042,1861.64,0.84,48,15875.5,6,2196.55,9.71
2025-08-02,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,93134,2727,0.0293,2211.95,0.81,53,16421.12,14,4149.26,9.3
2025-08-02,camp_淘_005,服装上新-信息流,信息流,服装,100658,3902,0.0388,4303.65,1.1,66,11048.04,18,2905.29,3.24
2025-08-02,camp_淘_006,服装大促-搜索推广,搜索推广,服装,115851,4545,0.0392,2971.45,0.65,37,7718.5,9,1763.09,3.19
2025-08-02,camp_淘_007,食品健康-搜索推广,搜索推广,食品,53092,1323,0.0249,1089.0,0.82,20,962.94,3,145.86,1.02
2025-08-03,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,112514,3371,0.03,2542.04,0.75,58,7389.78,9,957.54,3.28
2025-08-03,camp_淘_001,美妆新品-信息流,信息流,美妆,106008,2034,0.0192,2314.39,1.14,29,3713.16,5,560.69,1.85
2025-08-03,camp_淘_002,食品特卖-直播推广,直播推广,食品,142496,4907,0.0344,5765.53,1.17,116,5222.42,32,1233.69,1.12
2025-08-03,camp_淘_003,电子数码-智能推荐,信息流,电子,141254,5395,0.0382,5174.39,0.96,134,41178.48,19,6604.48,9.23
2025-08-03,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,130635,4451,0.0341,4219.1,0.95,91,32642.48,15,5652.19,9.08
2025-08-03,camp_淘_005,服装上新-信息流,信息流,服装,131023,4237,0.0323,1789.52,0.42,61,10357.42,12,2070.96,6.95
2025-08-03,camp_淘_006,服装大促-搜索推广,搜索推广,服装,106484,3561,0.0334,1772.98,0.5,72,13833.97,19,3696.67,9.89
2025-08-03,camp_淘_007,食品健康-搜索推广,搜索推广,食品,50750,2195,0.0433,913.63,0.42,18,700.67,4,150.73,0.93
2025-08-04,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,133614,5759,0.0431,6531.36,1.13,141,15102.73,16,1995.45,2.62
2025-08-04,camp_淘_001,美妆新品-信息流,信息流,美妆,85837,2254,0.0263,1133.47,0.5,25,3538.39,4,407.12,3.48
2025-08-04,camp_淘_002,食品特卖-直播推广,直播推广,食品,83249,2213,0.0266,1401.99,0.63,51,2475.37,12,519.59,2.14
2025-08-04,camp_淘_003,电子数码-智能推荐,信息流,电子,132361,4882,0.0369,4603.82,0.94,82,28580.98,23,8196.47,7.99
2025-08-04,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,117036,2828,0.0242,1846.35,0.65,68,23708.2,10,3714.95,14.85
2025-08-04,camp_淘_005,服装上新-信息流,信息流,服装,143466,5349,0.0373,4858.64,0.91,78,11799.52,9,1585.4,2.75
2025-08-04,camp_淘_006,服装大促-搜索推广,搜索推广,服装,136871,4366,0.0319,4137.66,0.95,39,6154.84,11,2186.3,2.02
2025-08-04,camp_淘_007,食品健康-搜索推广,搜索推广,食品,119092,3744,0.0314,2018.39,0.54,64,3032.0,10,461.13,1.73
2025-08-05,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,51795,2058,0.0397,898.3,0.44,40,5550.84,8,938.41,7.22
2025-08-05,camp_淘_001,美妆新品-信息流,信息流,美妆,86002,2794,0.0325,1329.02,0.48,43,4812.83,4,513.74,4.01
2025-08-05,camp_淘_002,食品特卖-直播推广,直播推广,食品,59824,1355,0.0227,1021.25,0.75,13,493.09,3,126.1,0.61
2025-08-05,camp_淘_003,电子数码-智能推荐,信息流,电子,97986,3371,0.0344,2065.07,0.61,33,13076.98,7,2626.59,7.6
2025-08-05,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,136918,4639,0.0339,2107.6,0.45,51,18223.88,7,2282.9,9.73
2025-08-05,camp_淘_005,服装上新-信息流,信息流,服装,81148,2911,0.0359,2263.85,0.78,64,14229.39,11,2202.2,7.26
2025-08-05,camp_淘_006,服装大促-搜索推广,搜索推广,服装,92758,3991,0.043,3367.63,0.84,43,8157.06,9,1682.0,2.92
2025-08-05,camp_淘_007,食品健康-搜索推广,搜索推广,食品,76142,3163,0.0416,2555.77,0.81,59,2695.06,8,378.75,1.2
2025-08-06,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,101777,3202,0.0315,1464.33,0.46,51,5775.28,12,1676.32,5.09
2025-08-06,camp_淘_001,美妆新品-信息流,信息流,美妆,94956,3026,0.0319,2094.36,0.69,69,9420.85,17,2386.92,5.64
2025-08-06,camp_淘_002,食品特卖-直播推广,直播推广,食品,124548,4316,0.0347,2010.98,0.47,79,4253.16,12,524.96,2.38
2025-08-06,camp_淘_003,电子数码-智能推荐,信息流,电子,66786,1272,0.0191,762.03,0.6,24,6852.94,5,1636.97,11.14
2025-08-06,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,53613,2361,0.044,2490.2,1.05,30,10252.78,4,1572.84,4.75
2025-08-06,camp_淘_005,服装上新-信息流,信息流,服装,65590,2094,0.0319,2097.05,1.0,51,11504.24,5,1036.53,5.98
2025-08-06,camp_淘_006,服装大促-搜索推广,搜索推广,服装,116688,3198,0.0274,3571.73,1.12,35,6143.65,10,1692.43,2.19
2025-08-06,camp_淘_007,食品健康-搜索推广,搜索推广,食品,94965,3383,0.0356,2320.22,0.69,36,1604.21,5,262.73,0.8
2025-08-07,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,120337,3691,0.0307,4209.44,1.14,34,4838.82,4,507.78,1.27
2025-08-07,camp_淘_001,美妆新品-信息流,信息流,美妆,92154,2655,0.0288,2452.42,0.92,40,5709.5,7,831.0,2.67
2025-08-07,camp_淘_002,食品特卖-直播推广,直播推广,食品,124232,3681,0.0296,2914.42,0.79,70,3008.61,20,931.81,1.35
2025-08-07,camp_淘_003,电子数码-智能推荐,信息流,电子,125526,4236,0.0338,2175.9,0.51,76,26200.68,12,4093.03,13.92
2025-08-07,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,90078,2560,0.0284,1234.73,0.48,57,18153.15,15,4999.11,18.75
2025-08-07,camp_淘_005,服装上新-信息流,信息流,服装,56563,2092,0.037,1367.21,0.65,24,4448.26,6,882.51,3.9
2025-08-07,camp_淘_006,服装大促-搜索推广,搜索推广,服装,120272,4666,0.0388,3637.06,0.78,39,7383.55,9,1598.69,2.47
2025-08-07,camp_淘_007,食品健康-搜索推广,搜索推广,食品,66719,1446,0.0217,1070.6,0.74,28,1254.76,3,133.39,1.3
2025-08-08,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,96516,3705,0.0384,4088.39,1.1,57,8530.73,8,778.33,2.28
2025-08-08,camp_淘_001,美妆新品-信息流,信息流,美妆,69675,3109,0.0446,2275.08,0.73,46,5466.81,7,1034.72,2.86
2025-08-08,camp_淘_002,食品特卖-直播推广,直播推广,食品,58057,2570,0.0443,1543.79,0.6,50,2712.68,6,247.48,1.92
2025-08-08,camp_淘_003,电子数码-智能推荐,信息流,电子,117839,2642,0.0224,2705.66,1.02,31,11083.15,8,2775.31,5.12
2025-08-08,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,123733,4122,0.0333,4526.16,1.1,92,28499.02,15,4993.89,7.4
2025-08-08,camp_淘_005,服装上新-信息流,信息流,服装,87647,2373,0.0271,1563.31,0.66,19,3752.42,2,417.0,2.67
2025-08-08,camp_淘_006,服装大促-搜索推广,搜索推广,服装,143892,4664,0.0324,2824.54,0.61,64,10140.39,8,1352.79,4.07
2025-08-08,camp_淘_007,食品健康-搜索推广,搜索推广,食品,60184,1717,0.0285,1637.61,0.95,27,1091.59,6,250.17,0.82
2025-08-09,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,71830,2143,0.0298,1895.92,0.88,32,4047.94,4,580.87,2.44
2025-08-09,camp_淘_001,美妆新品-信息流,信息流,美妆,91842,3507,0.0382,3629.91,1.04,53,6076.61,11,1233.38,2.01
2025-08-09,camp_淘_002,食品特卖-直播推广,直播推广,食品,117590,3361,0.0286,3134.04,0.93,62,2658.47,15,714.4,1.08
2025-08-09,camp_淘_003,电子数码-智能推荐,信息流,电子,127750,2550,0.02,2823.77,1.11,60,20597.7,7,1904.34,7.97
2025-08-09,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,134081,2979,0.0222,2172.89,0.73,70,24937.6,7,2441.48,12.6
2025-08-09,camp_淘_005,服装上新-信息流,信息流,服装,73099,1765,0.0242,1316.68,0.75,43,7655.88,11,1876.27,7.24
2025-08-09,camp_淘_006,服装大促-搜索推广,搜索推广,服装,57818,1885,0.0326,924.9,0.49,41,6900.19,5,954.73,8.49
2025-08-09,camp_淘_007,食品健康-搜索推广,搜索推广,食品,145228,3086,0.0213,2758.76,0.89,50,2580.16,6,258.8,1.03
2025-08-10,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,86071,2776,0.0323,2868.95,1.03,55,7683.79,8,1186.58,3.09
2025-08-10,camp_淘_001,美妆新品-信息流,信息流,美妆,62691,2431,0.0388,2240.39,0.92,43,5750.29,12,1774.58,3.36
2025-08-10,camp_淘_002,食品特卖-直播推广,直播推广,食品,111907,4664,0.0417,2791.92,0.6,88,4083.19,15,602.04,1.68
2025-08-10,camp_淘_003,电子数码-智能推荐,信息流,电子,144511,4584,0.0317,4704.86,1.03,48,17270.73,6,2086.02,4.11
2025-08-10,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,78700,3117,0.0396,3458.97,1.11,67,22187.12,18,6285.72,8.23
2025-08-10,camp_淘_005,服装上新-信息流,信息流,服装,97185,1895,0.0195,1207.78,0.64,42,7473.62,12,2081.08,7.91
2025-08-10,camp_淘_006,服装大促-搜索推广,搜索推广,服装,104263,4651,0.0446,4378.01,0.94,55,7775.72,12,2353.73,2.31
2025-08-10,camp_淘_007,食品健康-搜索推广,搜索推广,食品,121844,4779,0.0392,3992.21,0.84,112,4944.71,25,1125.95,1.52
2025-08-11,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,74099,3281,0.0443,1519.58,0.46,30,4013.25,7,776.07,3.15
2025-08-11,camp_淘_001,美妆新品-信息流,信息流,美妆,114844,5052,0.044,5054.39,1.0,117,13115.13,21,2650.39,3.12
2025-08-11,camp_淘_002,食品特卖-直播推广,直播推广,食品,117619,3079,0.0262,2388.25,0.78,31,1376.91,6,286.54,0.7
2025-08-11,camp_淘_003,电子数码-智能推荐,信息流,电子,65675,2660,0.0405,2817.56,1.06,50,16979.89,11,3893.87,7.41
2025-08-11,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,107325,4627,0.0431,5370.84,1.16,59,19204.96,15,5875.24,4.67
2025-08-11,camp_淘_005,服装上新-信息流,信息流,服装,82543,1847,0.0224,1620.05,0.88,22,4120.01,3,530.7,2.87
2025-08-11,camp_淘_006,服装大促-搜索推广,搜索推广,服装,121388,4860,0.04,5582.78,1.15,58,10395.12,14,2799.76,2.36
2025-08-11,camp_淘_007,食品健康-搜索推广,搜索推广,食品,73155,1398,0.0191,1554.5,1.11,23,1220.46,2,106.24,0.85
2025-08-12,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,121911,5010,0.0411,3256.2,0.65,63,9958.82,14,1809.74,3.61
2025-08-12,camp_淘_001,美妆新品-信息流,信息流,美妆,77529,3025,0.039,1749.35,0.58,50,7153.76,12,1243.72,4.8
2025-08-12,camp_淘_002,食品特卖-直播推广,直播推广,食品,95415,1891,0.0198,793.74,0.42,45,2037.57,8,347.97,3.01
2025-08-12,camp_淘_003,电子数码-智能推荐,信息流,电子,62645,2785,0.0445,2331.15,0.84,39,14020.37,5,1693.78,6.74
2025-08-12,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,107107,2182,0.0204,2272.85,1.04,38,11000.3,8,2416.77,5.9
2025-08-12,camp_淘_005,服装上新-信息流,信息流,服装,101233,2770,0.0274,1324.59,0.48,56,10762.39,14,2292.84,9.86
2025-08-12,camp_淘_006,服装大促-搜索推广,搜索推广,服装,74613,2452,0.0329,1042.36,0.43,52,10642.83,7,1121.72,11.29
2025-08-12,camp_淘_007,食品健康-搜索推广,搜索推广,食品,129432,2667,0.0206,1877.95,0.7,28,1058.28,6,292.97,0.72
2025-08-13,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,73812,1903,0.0258,1869.46,0.98,43,4939.49,8,1012.02,3.18
2025-08-13,camp_淘_001,美妆新品-信息流,信息流,美妆,136204,2838,0.0208,2841.9,1.0,28,3747.2,6,704.81,1.57
2025-08-13,camp_淘_002,食品特卖-直播推广,直播推广,食品,99691,3193,0.032,1570.34,0.49,54,2725.2,8,343.07,1.95
2025-08-13,camp_淘_003,电子数码-智能推荐,信息流,电子,70652,3073,0.0435,2239.86,0.73,66,27152.29,12,4216.7,14.0
2025-08-13,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,135107,5237,0.0388,2717.38,0.52,64,23902.09,10,3625.67,10.13
2025-08-13,camp_淘_005,服装上新-信息流,信息流,服装,141413,4583,0.0324,1905.68,0.42,108,19583.56,20,3364.64,12.04
2025-08-13,camp_淘_006,服装大促-搜索推广,搜索推广,服装,147464,5425,0.0368,5935.32,1.09,61,11363.7,12,2413.44,2.32
2025-08-13,camp_淘_007,食品健康-搜索推广,搜索推广,食品,92894,2245,0.0242,1179.06,0.53,27,1057.46,7,313.22,1.16
2025-08-14,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,101136,2488,0.0246,1973.22,0.79,38,5054.03,10,1170.14,3.15
2025-08-14,camp_淘_001,美妆新品-信息流,信息流,美妆,97938,2996,0.0306,2113.82,0.71,41,4417.1,5,727.3,2.43
2025-08-14,camp_淘_002,食品特卖-直播推广,直播推广,食品,58313,1783,0.0306,1901.53,1.07,30,1433.39,3,128.03,0.82
2025-08-14,camp_淘_003,电子数码-智能推荐,信息流,电子,73370,3253,0.0443,3692.39,1.14,26,9001.19,7,2592.65,3.14
2025-08-14,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,59106,1944,0.0329,1514.16,0.78,47,15670.97,7,2870.34,12.25
2025-08-14,camp_淘_005,服装上新-信息流,信息流,服装,69105,2920,0.0423,1877.03,0.64,38,7250.55,7,1498.38,4.66
2025-08-14,camp_淘_006,服装大促-搜索推广,搜索推广,服装,149051,4374,0.0293,3747.68,0.86,109,17268.96,16,2499.77,5.27
2025-08-14,camp_淘_007,食品健康-搜索推广,搜索推广,食品,75439,1747,0.0232,1795.85,1.03,19,767.13,5,233.02,0.56
2025-08-15,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,91500,2445,0.0267,1898.88,0.78,20,2800.67,3,388.01,1.68
2025-08-15,camp_淘_001,美妆新品-信息流,信息流,美妆,67670,2091,0.0309,2220.16,1.06,34,4261.85,8,1133.22,2.43
2025-08-15,camp_淘_002,食品特卖-直播推广,直播推广,食品,79439,3560,0.0448,1927.61,0.54,64,2631.96,16,717.04,1.74
2025-08-15,camp_淘_003,电子数码-智能推荐,信息流,电子,126808,2829,0.0223,2900.88,1.03,37,14007.6,4,1292.43,5.27
2025-08-15,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,97244,3144,0.0323,2172.15,0.69,58,18452.78,12,4464.01,10.55
2025-08-15,camp_淘_005,服装上新-信息流,信息流,服装,121159,2604,0.0215,1538.45,0.59,38,6646.18,7,1595.61,5.36
2025-08-15,camp_淘_006,服装大促-搜索推广,搜索推广,服装,144063,5075,0.0352,5251.35,1.03,66,12340.27,9,1731.63,2.68
2025-08-15,camp_淘_007,食品健康-搜索推广,搜索推广,食品,118587,2730,0.023,2826.29,1.04,43,1566.32,5,174.83,0.62
2025-08-16,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,145986,4078,0.0279,1988.44,0.49,78,10827.17,9,1198.54,6.05
2025-08-16,camp_淘_001,美妆新品-信息流,信息流,美妆,69716,2258,0.0324,2186.46,0.97,33,4226.64,7,727.46,2.27
2025-08-16,camp_淘_002,食品特卖-直播推广,直播推广,食品,94764,2602,0.0275,2460.76,0.95,51,2000.89,7,383.91,0.97
2025-08-16,camp_淘_003,电子数码-智能推荐,信息流,电子,143385,4192,0.0292,2765.25,0.66,99,34760.93,10,3763.13,13.93
2025-08-16,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,59205,1364,0.023,967.31,0.71,16,5379.6,3,1056.94,6.65
2025-08-16,camp_淘_005,服装上新-信息流,信息流,服装,85117,3539,0.0416,4018.99,1.14,52,10334.5,14,2390.65,3.17
2025-08-16,camp_淘_006,服装大促-搜索推广,搜索推广,服装,78664,2480,0.0315,2146.51,0.87,59,13633.34,5,928.32,6.78
2025-08-16,camp_淘_007,食品健康-搜索推广,搜索推广,食品,98989,3079,0.0311,1710.73,0.56,76,3148.05,14,582.98,2.18
2025-08-17,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,108832,4215,0.0387,4844.0,1.15,37,5461.6,7,865.25,1.31
2025-08-17,camp_淘_001,美妆新品-信息流,信息流,美妆,59684,2188,0.0367,1011.51,0.46,45,4493.17,9,1199.23,5.63
2025-08-17,camp_淘_002,食品特卖-直播推广,直播推广,食品,79380,2492,0.0314,1588.29,0.64,29,1276.26,7,299.28,0.99
2025-08-17,camp_淘_003,电子数码-智能推荐,信息流,电子,63622,2141,0.0337,1314.23,0.61,33,11631.25,8,2561.37,10.8
2025-08-17,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,100726,2028,0.0201,2359.67,1.16,40,14723.1,8,3139.25,7.57
2025-08-17,camp_淘_005,服装上新-信息流,信息流,服装,128927,5037,0.0391,2045.63,0.41,114,20886.89,16,2695.75,11.53
2025-08-17,camp_淘_006,服装大促-搜索推广,搜索推广,服装,57801,1499,0.0259,709.8,0.47,28,5648.95,7,1058.11,9.45
2025-08-17,camp_淘_007,食品健康-搜索推广,搜索推广,食品,114636,2605,0.0227,1346.8,0.52,41,1783.57,7,315.69,1.56
2025-08-18,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,142130,4758,0.0335,2503.53,0.53,91,10401.51,15,1872.92,4.9
2025-08-18,camp_淘_001,美妆新品-信息流,信息流,美妆,126081,2759,0.0219,1431.9,0.52,33,4080.53,4,623.46,3.29
