日期,商品编码,商品名称,品类,商品访客数,product_pv,加购人数,支付订单数,支付金额,支付转化率,上架状态,listing_price,actual_selling_price,review_score,review_count
2025-07-11,SKU_服_002,服装热卖商品2,服装,669,1573,93,16,2792.16,0.0239,在售,225.0,174.51,4.5,270
2025-07-11,SKU_服_003,服装热卖商品3,服装,507,1330,80,12,1887.84,0.0237,在售,227.0,157.32,4.2,4031
2025-07-11,SKU_服_004,服装热卖商品4,服装,941,2462,123,20,3842.8,0.0213,在售,267.0,192.14,4.5,2826
2025-07-11,SKU_服_005,服装热卖商品5,服装,1041,2676,183,19,2940.06,0.0183,在售,208.0,154.74,4.7,2129
2025-07-11,SKU_服_006,服装热卖商品6,服装,818,2149,101,18,3707.82,0.022,在售,255.0,205.99,4.3,703
2025-07-11,SKU_服_007,服装热卖商品7,服装,1708,4628,185,51,10581.48,0.0299,在售,251.0,207.48,4.2,2976
2025-07-11,SKU_服_008,服装热卖商品8,服装,1139,2614,222,33,6172.65,0.029,在售,221.0,187.05,4.5,513
2025-07-11,SKU_服_009,服装热卖商品9,服装,768,1956,152,15,3100.2,0.0195,在售,263.0,206.68,4.5,4790
2025-07-11,SKU_服_010,服装热卖商品10,服装,1722,3767,220,49,8459.85,0.0285,在售,205.0,172.65,4.2,1558
2025-07-12,SKU_美_001,美妆热卖商品1,美妆,1944,5572,329,48,5893.92,0.0247,在售,157.0,122.79,4.4,4854
2025-07-12,SKU_美_002,美妆热卖商品2,美妆,2120,4353,260,45,7218.9,0.0212,在售,218.0,160.42,4.9,314
2025-07-12,SKU_美_003,美妆热卖商品3,美妆,925,1953,135,20,3213.8,0.0216,在售,221.0,160.69,4.2,866
2025-07-12,SKU_美_004,美妆热卖商品4,美妆,1839,3972,184,27,3945.51,0.0147,在售,208.0,146.13,4.6,2928
2025-07-12,SKU_美_005,美妆热卖商品5,美妆,2606,7759,530,65,7451.6,0.0249,在售,144.0,114.64,4.3,2585
2025-07-12,SKU_美_006,美妆热卖商品6,美妆,766,2297,81,15,2452.2,0.0196,在售,199.0,163.48,4.3,3779
2025-07-12,SKU_美_007,美妆热卖商品7,美妆,2640,7631,571,53,7271.07,0.0201,在售,180.0,137.19,4.8,1088
2025-07-12,SKU_美_008,美妆热卖商品8,美妆,2491,5194,545,64,12247.68,0.0257,在售,227.0,191.37,4.7,1713
2025-07-12,SKU_美_009,美妆热卖商品9,美妆,887,2382,152,14,2040.36,0.0158,在售,214.0,145.74,4.8,2418
2025-07-12,SKU_美_010,美妆热卖商品10,美妆,893,1915,94,17,2030.82,0.019,在售,160.0,119.46,4.3,969
2025-07-12,SKU_服_001,服装热卖商品1,服装,1704,3862,284,46,7698.56,0.027,在售,244.0,167.36,4.3,4990
2025-07-12,SKU_服_002,服装热卖商品2,服装,1582,3185,303,45,8310.15,0.0284,在售,225.0,184.67,4.5,270
2025-07-12,SKU_服_003,服装热卖商品3,服装,1317,3865,222,30,5134.8,0.0228,在售,227.0,171.16,4.2,4031
2025-07-12,SKU_服_004,服装热卖商品4,服装,1415,3856,223,41,7630.51,0.029,在售,267.0,186.11,4.5,2826
2025-07-12,SKU_服_005,服装热卖商品5,服装,649,1574,85,18,2956.86,0.0277,在售,208.0,164.27,4.7,2129
2025-07-12,SKU_服_006,服装热卖商品6,服装,1826,4953,225,55,10960.4,0.0301,在售,255.0,199.28,4.3,703
2025-07-12,SKU_服_007,服装热卖商品7,服装,1691,3955,323,46,8199.96,0.0272,在售,251.0,178.26,4.2,2976
2025-07-12,SKU_服_008,服装热卖商品8,服装,992,2631,140,28,4800.6,0.0282,在售,221.0,171.45,4.5,513
2025-07-12,SKU_服_009,服装热卖商品9,服装,1012,2106,196,26,5406.7,0.0257,在售,263.0,207.95,4.5,4790
2025-07-12,SKU_服_010,服装热卖商品10,服装,1084,2716,206,24,4139.28,0.0221,在售,205.0,172.47,4.2,1558
2025-07-13,SKU_美_001,美妆热卖商品1,美妆,1827,5163,355,48,6275.52,0.0263,在售,157.0,130.74,4.4,4854
2025-07-13,SKU_美_002,美妆热卖商品2,美妆,1391,3665,149,28,4296.04,0.0201,在售,218.0,153.43,4.9,314
2025-07-13,SKU_美_003,美妆热卖商品3,美妆,2463,6986,348,60,11037.6,0.0244,在售,221.0,183.96,4.2,866
2025-07-13,SKU_美_004,美妆热卖商品4,美妆,2370,7013,479,55,8047.05,0.0232,在售,208.0,146.31,4.6,2928
2025-07-13,SKU_美_005,美妆热卖商品5,美妆,940,2814,114,26,2965.3,0.0277,在售,144.0,114.05,4.3,2585
2025-07-13,SKU_美_006,美妆热卖商品6,美妆,1214,2498,125,31,4583.35,0.0255,在售,199.0,147.85,4.3,3779
2025-07-13,SKU_美_007,美妆热卖商品7,美妆,2199,5369,345,40,4900.4,0.0182,在售,180.0,122.51,4.8,1088
2025-07-13,SKU_美_008,美妆热卖商品8,美妆,1081,2804,122,25,4100.25,0.0231,在售,227.0,164.01,4.7,1713
2025-07-13,SKU_美_009,美妆热卖商品9,美妆,1913,4234,213,49,7203.0,0.0256,在售,214.0,147.0,4.8,2418
2025-07-13,SKU_美_010,美妆热卖商品10,美妆,1607,4741,289,30,3439.5,0.0187,在售,160.0,114.65,4.3,969
2025-07-13,SKU_服_001,服装热卖商品1,服装,976,2684,178,26,4641.26,0.0266,在售,244.0,178.51,4.3,4990
2025-07-13,SKU_服_002,服装热卖商品2,服装,1282,2806,238,34,6178.14,0.0265,在售,225.0,181.71,4.5,270
2025-07-13,SKU_服_003,服装热卖商品3,服装,1762,4616,329,45,8639.1,0.0255,在售,227.0,191.98,4.2,4031
2025-07-13,SKU_服_004,服装热卖商品4,服装,1449,3107,242,32,7041.6,0.0221,在售,267.0,220.05,4.5,2826
2025-07-13,SKU_服_005,服装热卖商品5,服装,1742,3527,340,43,7338.38,0.0247,在售,208.0,170.66,4.7,2129
2025-07-13,SKU_服_006,服装热卖商品6,服装,1320,2725,189,37,7153.21,0.028,在售,255.0,193.33,4.3,703
2025-07-13,SKU_服_007,服装热卖商品7,服装,1235,2945,185,35,5990.95,0.0283,在售,251.0,171.17,4.2,2976
2025-07-13,SKU_服_008,服装热卖商品8,服装,1988,4487,292,34,6154.34,0.0171,在售,221.0,181.01,4.5,513
2025-07-13,SKU_服_009,服装热卖商品9,服装,1729,4733,324,43,8555.71,0.0249,在售,263.0,198.97,4.5,4790
2025-07-13,SKU_服_010,服装热卖商品10,服装,650,1837,74,14,2085.44,0.0215,在售,205.0,148.96,4.2,1558
2025-07-14,SKU_美_001,美妆热卖商品1,美妆,1066,2225,136,23,2909.04,0.0216,在售,157.0,126.48,4.4,4854
2025-07-14,SKU_美_002,美妆热卖商品2,美妆,2069,5707,349,39,7113.21,0.0188,在售,218.0,182.39,4.9,314
2025-07-14,SKU_美_003,美妆热卖商品3,美妆,2032,5310,405,40,6810.4,0.0197,在售,221.0,170.26,4.2,866
2025-07-14,SKU_美_004,美妆热卖商品4,美妆,1078,3228,222,26,4164.42,0.0241,在售,208.0,160.17,4.6,2928
2025-07-14,SKU_美_005,美妆热卖商品5,美妆,2314,6771,416,48,5020.32,0.0207,在售,144.0,104.59,4.3,2585
2025-07-14,SKU_美_006,美妆热卖商品6,美妆,2327,6721,249,36,5255.64,0.0155,在售,199.0,145.99,4.3,3779
2025-07-14,SKU_美_007,美妆热卖商品7,美妆,1447,3400,187,37,5097.49,0.0256,在售,180.0,137.77,4.8,1088
2025-07-14,SKU_美_008,美妆热卖商品8,美妆,899,2618,114,20,3715.4,0.0222,在售,227.0,185.77,4.7,1713
2025-07-14,SKU_美_009,美妆热卖商品9,美妆,1790,3790,213,39,6477.51,0.0218,在售,214.0,166.09,4.8,2418
2025-07-14,SKU_美_010,美妆热卖商品10,美妆,2239,4523,329,45,5907.15,0.0201,在售,160.0,131.27,4.3,969
2025-07-14,SKU_服_001,服装热卖商品1,服装,530,1283,108,10,1979.3,0.0189,在售,244.0,197.93,4.3,4990
2025-07-14,SKU_服_002,服装热卖商品2,服装,619,1462,89,14,2348.08,0.0226,在售,225.0,167.72,4.5,270
2025-07-14,SKU_服_003,服装热卖商品3,服装,1270,2891,151,36,6404.04,0.0283,在售,227.0,177.89,4.2,4031
2025-07-14,SKU_服_004,服装热卖商品4,服装,1411,3046,268,35,7363.65,0.0248,在售,267.0,210.39,4.5,2826
2025-07-14,SKU_服_005,服装热卖商品5,服装,794,2295,152,15,2172.15,0.0189,在售,208.0,144.81,4.7,2129
2025-07-14,SKU_服_006,服装热卖商品6,服装,1401,3028,242,42,7289.94,0.03,在售,255.0,173.57,4.3,703
2025-07-14,SKU_服_007,服装热卖商品7,服装,617,1250,73,16,3046.4,0.0259,在售,251.0,190.4,4.2,2976
2025-07-14,SKU_服_008,服装热卖商品8,服装,1796,5329,304,52,8989.76,0.029,在售,221.0,172.88,4.5,513
2025-07-14,SKU_服_009,服装热卖商品9,服装,1660,3426,291,56,10647.84,0.0337,在售,263.0,190.14,4.5,4790
2025-07-14,SKU_服_010,服装热卖商品10,服装,1434,3495,279,31,4366.66,0.0216,在售,205.0,140.86,4.2,1558
2025-07-15,SKU_美_001,美妆热卖商品1,美妆,1297,3654,269,30,3080.1,0.0231,在售,157.0,102.67,4.4,4854
2025-07-15,SKU_美_002,美妆热卖商品2,美妆,1667,4707,288,39,6502.47,0.0234,在售,218.0,166.73,4.9,314
2025-07-15,SKU_美_003,美妆热卖商品3,美妆,1898,4101,376,39,5839.86,0.0205,在售,221.0,149.74,4.2,866
2025-07-15,SKU_美_004,美妆热卖商品4,美妆,1271,2748,144,26,4067.18,0.0205,在售,208.0,156.43,4.6,2928
2025-07-15,SKU_美_005,美妆热卖商品5,美妆,1128,3176,242,27,2801.79,0.0239,在售,144.0,103.77,4.3,2585
2025-07-15,SKU_美_006,美妆热卖商品6,美妆,1461,4260,170,31,4145.94,0.0212,在售,199.0,133.74,4.3,3779
2025-07-15,SKU_美_007,美妆热卖商品7,美妆,1213,3539,154,31,3964.59,0.0256,在售,180.0,127.89,4.8,1088
2025-07-15,SKU_美_008,美妆热卖商品8,美妆,2361,4918,491,64,11459.84,0.0271,在售,227.0,179.06,4.7,1713
2025-07-15,SKU_美_009,美妆热卖商品9,美妆,963,2627,180,24,4031.28,0.0249,在售,214.0,167.97,4.8,2418
2025-07-15,SKU_美_010,美妆热卖商品10,美妆,2100,6229,439,50,5612.5,0.0238,在售,160.0,112.25,4.3,969
2025-07-15,SKU_服_001,服装热卖商品1,服装,879,2235,106,16,2666.88,0.0182,在售,244.0,166.68,4.3,4990
2025-07-15,SKU_服_002,服装热卖商品2,服装,1391,3605,261,42,7289.94,0.0302,在售,225.0,173.57,4.5,270
2025-07-15,SKU_服_003,服装热卖商品3,服装,1600,4673,237,38,5629.7,0.0238,在售,227.0,148.15,4.2,4031
2025-07-15,SKU_服_004,服装热卖商品4,服装,922,1925,189,18,3748.5,0.0195,在售,267.0,208.25,4.5,2826
2025-07-15,SKU_服_005,服装热卖商品5,服装,1432,3934,310,30,4845.9,0.0209,在售,208.0,161.53,4.7,2129
2025-07-15,SKU_服_006,服装热卖商品6,服装,1212,3119,222,29,5108.64,0.0239,在售,255.0,176.16,4.3,703
2025-07-15,SKU_服_007,服装热卖商品7,服装,1716,5103,357,42,7083.3,0.0245,在售,251.0,168.65,4.2,2976
2025-07-15,SKU_服_008,服装热卖商品8,服装,874,2474,133,19,3069.64,0.0217,在售,221.0,161.56,4.5,513
2025-07-15,SKU_服_009,服装热卖商品9,服装,864,2532,92,21,4160.73,0.0243,在售,263.0,198.13,4.5,4790
2025-07-15,SKU_服_010,服装热卖商品10,服装,1747,3812,254,45,6489.9,0.0258,在售,205.0,144.22,4.2,1558
2025-07-16,SKU_美_001,美妆热卖商品1,美妆,1938,4836,304,43,5046.48,0.0222,在售,157.0,117.36,4.4,4854
2025-07-16,SKU_美_002,美妆热卖商品2,美妆,1927,4824,310,50,7734.0,0.0259,在售,218.0,154.68,4.9,314
2025-07-16,SKU_美_003,美妆热卖商品3,美妆,1272,2828,232,32,5762.88,0.0252,在售,221.0,180.09,4.2,866
2025-07-16,SKU_美_004,美妆热卖商品4,美妆,1267,3741,222,27,4081.05,0.0213,在售,208.0,151.15,4.6,2928
2025-07-16,SKU_美_005,美妆热卖商品5,美妆,1955,5091,376,58,5796.52,0.0297,在售,144.0,99.94,4.3,2585
2025-07-16,SKU_美_006,美妆热卖商品6,美妆,710,1568,87,16,2416.8,0.0225,在售,199.0,151.05,4.3,3779
2025-07-16,SKU_美_007,美妆热卖商品7,美妆,2053,5446,344,45,5720.85,0.0219,在售,180.0,127.13,4.8,1088
2025-07-16,SKU_美_008,美妆热卖商品8,美妆,1856,5182,389,38,7186.94,0.0205,在售,227.0,189.13,4.7,1713
2025-07-16,SKU_美_009,美妆热卖商品9,美妆,1657,4533,225,49,7821.87,0.0296,在售,214.0,159.63,4.8,2418
2025-07-16,SKU_美_010,美妆热卖商品10,美妆,2004,4313,331,44,4691.72,0.022,在售,160.0,106.63,4.3,969
2025-07-16,SKU_服_001,服装热卖商品1,服装,1063,2397,213,23,4569.64,0.0216,在售,244.0,198.68,4.3,4990
2025-07-16,SKU_服_002,服装热卖商品2,服装,575,1585,60,16,3058.4,0.0278,在售,225.0,191.15,4.5,270
2025-07-16,SKU_服_003,服装热卖商品3,服装,1662,4456,194,44,6607.92,0.0265,在售,227.0,150.18,4.2,4031
2025-07-16,SKU_服_004,服装热卖商品4,服装,1036,3004,215,32,6602.56,0.0309,在售,267.0,206.33,4.5,2826
2025-07-16,SKU_服_005,服装热卖商品5,服装,1639,3873,237,39,6433.44,0.0238,在售,208.0,164.96,4.7,2129
2025-07-16,SKU_服_006,服装热卖商品6,服装,988,2297,194,26,4899.18,0.0263,在售,255.0,188.43,4.3,703
2025-07-16,SKU_服_007,服装热卖商品7,服装,519,1422,112,12,2559.72,0.0231,在售,251.0,213.31,4.2,2976
2025-07-16,SKU_服_008,服装热卖商品8,服装,835,1838,105,13,2330.38,0.0156,在售,221.0,179.26,4.5,513
2025-07-16,SKU_服_009,服装热卖商品9,服装,1156,3185,228,35,6990.9,0.0303,在售,263.0,199.74,4.5,4790
2025-07-16,SKU_服_010,服装热卖商品10,服装,803,1716,115,25,3685.5,0.0311,在售,205.0,147.42,4.2,1558
2025-07-17,SKU_美_001,美妆热卖商品1,美妆,1060,2297,209,23,2882.13,0.0217,在售,157.0,125.31,4.4,4854
2025-07-17,SKU_美_002,美妆热卖商品2,美妆,1719,4990,212,38,6134.72,0.0221,在售,218.0,161.44,4.9,314
2025-07-17,SKU_美_003,美妆热卖商品3,美妆,735,1883,105,13,2191.8,0.0177,在售,221.0,168.6,4.2,866
2025-07-17,SKU_美_004,美妆热卖商品4,美妆,1778,3819,373,34,5788.5,0.0191,在售,208.0,170.25,4.6,2928
2025-07-17,SKU_美_005,美妆热卖商品5,美妆,2108,4313,254,44,5143.16,0.0209,在售,144.0,116.89,4.3,2585
2025-07-17,SKU_美_006,美妆热卖商品6,美妆,1961,5222,289,48,7269.6,0.0245,在售,199.0,151.45,4.3,3779
2025-07-17,SKU_美_007,美妆热卖商品7,美妆,1653,4902,222,32,4247.04,0.0194,在售,180.0,132.72,4.8,1088
2025-07-17,SKU_美_008,美妆热卖商品8,美妆,664,1825,96,15,2558.55,0.0226,在售,227.0,170.57,4.7,1713
2025-07-17,SKU_美_009,美妆热卖商品9,美妆,1982,5466,205,49,7235.34,0.0247,在售,214.0,147.66,4.8,2418
2025-07-17,SKU_美_010,美妆热卖商品10,美妆,1494,4044,271,37,4755.24,0.0248,在售,160.0,128.52,4.3,969
2025-07-17,SKU_服_001,服装热卖商品1,服装,484,1409,74,9,1557.72,0.0186,在售,244.0,173.08,4.3,4990
2025-07-17,SKU_服_002,服装热卖商品2,服装,1232,2907,233,32,5985.92,0.026,在售,225.0,187.06,4.5,270
2025-07-17,SKU_服_003,服装热卖商品3,服装,1574,4150,219,35,6142.85,0.0222,在售,227.0,175.51,4.2,4031
2025-07-17,SKU_服_004,服装热卖商品4,服装,1039,2520,160,28,6042.96,0.0269,在售,267.0,215.82,4.5,2826
2025-07-17,SKU_服_005,服装热卖商品5,服装,1497,4315,175,19,3064.7,0.0127,在售,208.0,161.3,4.7,2129
2025-07-17,SKU_服_006,服装热卖商品6,服装,1571,3925,276,39,7544.16,0.0248,在售,255.0,193.44,4.3,703
2025-07-17,SKU_服_007,服装热卖商品7,服装,1383,3277,186,26,5102.76,0.0188,在售,251.0,196.26,4.2,2976
2025-07-17,SKU_服_008,服装热卖商品8,服装,885,2482,118,25,4664.5,0.0282,在售,221.0,186.58,4.5,513
2025-07-17,SKU_服_009,服装热卖商品9,服装,1319,3424,217,35,6220.2,0.0265,在售,263.0,177.72,4.5,4790
2025-07-17,SKU_服_010,服装热卖商品10,服装,1473,3765,258,33,4836.15,0.0224,在售,205.0,146.55,4.2,1558
2025-07-18,SKU_美_001,美妆热卖商品1,美妆,748,1587,97,17,2098.31,0.0227,在售,157.0,123.43,4.4,4854
2025-07-18,SKU_美_002,美妆热卖商品2,美妆,2443,5622,395,48,7772.64,0.0196,在售,218.0,161.93,4.9,314
2025-07-18,SKU_美_003,美妆热卖商品3,美妆,2347,5609,287,46,6660.8,0.0196,在售,221.0,144.8,4.2,866
2025-07-18,SKU_美_004,美妆热卖商品4,美妆,1299,3815,256,28,4592.0,0.0216,在售,208.0,164.0,4.6,2928
2025-07-18,SKU_美_005,美妆热卖商品5,美妆,2146,5375,455,51,5605.92,0.0238,在售,144.0,109.92,4.3,2585
2025-07-18,SKU_美_006,美妆热卖商品6,美妆,1711,3575,363,42,5684.28,0.0245,在售,199.0,135.34,4.3,3779
2025-07-18,SKU_美_007,美妆热卖商品7,美妆,1366,3758,234,25,3406.5,0.0183,在售,180.0,136.26,4.8,1088
2025-07-18,SKU_美_008,美妆热卖商品8,美妆,1368,3685,273,22,3458.62,0.0161,在售,227.0,157.21,4.7,1713
2025-07-18,SKU_美_009,美妆热卖商品9,美妆,2159,4741,331,49,8590.68,0.0227,在售,214.0,175.32,4.8,2418
2025-07-18,SKU_美_010,美妆热卖商品10,美妆,1524,3562,277,34,4549.54,0.0223,在售,160.0,133.81,4.3,969
2025-07-18,SKU_服_001,服装热卖商品1,服装,1772,3927,329,41,6649.79,0.0231,在售,244.0,162.19,4.3,4990
2025-07-18,SKU_服_002,服装热卖商品2,服装,1468,3894,300,43,8109.8,0.0293,在售,225.0,188.6,4.5,270
2025-07-18,SKU_服_003,服装热卖商品3,服装,1779,3952,383,38,5648.32,0.0214,在售,227.0,148.64,4.2,4031
2025-07-18,SKU_服_004,服装热卖商品4,服装,1165,3387,165,23,4485.23,0.0197,在售,267.0,195.01,4.5,2826
2025-07-18,SKU_服_005,服装热卖商品5,服装,1555,4388,323,33,5578.98,0.0212,在售,208.0,169.06,4.7,2129
2025-07-18,SKU_服_006,服装热卖商品6,服装,1482,4183,259,46,8823.26,0.031,在售,255.0,191.81,4.3,703
2025-07-18,SKU_服_007,服装热卖商品7,服装,1601,4753,254,48,8570.88,0.03,在售,251.0,178.56,4.2,2976
2025-07-18,SKU_服_008,服装热卖商品8,服装,1081,2333,117,25,4640.0,0.0231,在售,221.0,185.6,4.5,513
2025-07-18,SKU_服_009,服装热卖商品9,服装,1783,4880,271,48,9201.12,0.0269,在售,263.0,191.69,4.5,4790
2025-07-18,SKU_服_010,服装热卖商品10,服装,782,2275,97,17,2839.51,0.0217,在售,205.0,167.03,4.2,1558
2025-07-19,SKU_美_001,美妆热卖商品1,美妆,910,2121,127,20,2373.8,0.022,在售,157.0,118.69,4.4,4854
2025-07-19,SKU_美_002,美妆热卖商品2,美妆,2573,6620,423,58,9857.68,0.0225,在售,218.0,169.96,4.9,314
2025-07-19,SKU_美_003,美妆热卖商品3,美妆,2511,5340,343,57,8334.54,0.0227,在售,221.0,146.22,4.2,866
2025-07-19,SKU_美_004,美妆热卖商品4,美妆,2210,6352,483,50,7339.5,0.0226,在售,208.0,146.79,4.6,2928
2025-07-19,SKU_美_005,美妆热卖商品5,美妆,765,1653,115,18,1843.02,0.0235,在售,144.0,102.39,4.3,2585
2025-07-19,SKU_美_006,美妆热卖商品6,美妆,1568,3330,340,26,4088.5,0.0166,在售,199.0,157.25,4.3,3779
2025-07-19,SKU_美_007,美妆热卖商品7,美妆,1579,4451,226,30,4039.2,0.019,在售,180.0,134.64,4.8,1088
2025-07-19,SKU_美_008,美妆热卖商品8,美妆,2341,6318,381,51,7994.76,0.0218,在售,227.0,156.76,4.7,1713
2025-07-19,SKU_美_009,美妆热卖商品9,美妆,890,1826,120,18,2757.24,0.0202,在售,214.0,153.18,4.8,2418
2025-07-19,SKU_美_010,美妆热卖商品10,美妆,1191,2870,185,22,2300.32,0.0185,在售,160.0,104.56,4.3,969
2025-07-19,SKU_服_001,服装热卖商品1,服装,1039,2142,126,28,5674.48,0.0269,在售,244.0,202.66,4.3,4990
2025-07-19,SKU_服_002,服装热卖商品2,服装,1658,4758,253,46,7524.68,0.0277,在售,225.0,163.58,4.5,270
2025-07-19,SKU_服_003,服装热卖商品3,服装,532,1397,58,13,2433.34,0.0244,在售,227.0,187.18,4.2,4031
2025-07-19,SKU_服_004,服装热卖商品4,服装,782,1636,96,22,4814.04,0.0281,在售,267.0,218.82,4.5,2826
2025-07-19,SKU_服_005,服装热卖商品5,服装,1177,3381,234,26,4184.44,0.0221,在售,208.0,160.94,4.7,2129
2025-07-19,SKU_服_006,服装热卖商品6,服装,1365,3386,225,32,6563.52,0.0234,在售,255.0,205.11,4.3,703
2025-07-19,SKU_服_007,服装热卖商品7,服装,649,1764,123,13,2650.18,0.02,在售,251.0,203.86,4.2,2976
2025-07-19,SKU_服_008,服装热卖商品8,服装,785,1651,171,27,3916.35,0.0344,在售,221.0,145.05,4.5,513
2025-07-19,SKU_服_009,服装热卖商品9,服装,532,1381,114,14,2731.96,0.0263,在售,263.0,195.14,4.5,4790
2025-07-19,SKU_服_010,服装热卖商品10,服装,1832,5409,379,44,6765.0,0.024,在售,205.0,153.75,4.2,1558
2025-07-20,SKU_美_001,美妆热卖商品1,美妆,1271,2625,132,19,2514.65,0.0149,在售,157.0,132.35,4.4,4854
2025-07-20,SKU_美_002,美妆热卖商品2,美妆,2513,6328,355,58,8579.94,0.0231,在售,218.0,147.93,4.9,314
2025-07-20,SKU_美_003,美妆热卖商品3,美妆,1090,3200,152,26,4558.32,0.0239,在售,221.0,175.32,4.2,866
2025-07-20,SKU_美_004,美妆热卖商品4,美妆,2049,5646,274,48,7966.56,0.0234,在售,208.0,165.97,4.6,2928
2025-07-20,SKU_美_005,美妆热卖商品5,美妆,2247,5750,364,45,5297.85,0.02,在售,144.0,117.73,4.3,2585
2025-07-20,SKU_美_006,美妆热卖商品6,美妆,2093,4691,344,53,8308.28,0.0253,在售,199.0,156.76,4.3,3779
2025-07-20,SKU_美_007,美妆热卖商品7,美妆,733,1589,145,15,2070.3,0.0205,在售,180.0,138.02,4.8,1088
2025-07-20,SKU_美_008,美妆热卖商品8,美妆,2501,6628,351,56,9281.44,0.0224,在售,227.0,165.74,4.7,1713
2025-07-20,SKU_美_009,美妆热卖商品9,美妆,895,2153,123,17,2959.7,0.019,在售,214.0,174.1,4.8,2418
2025-07-20,SKU_美_010,美妆热卖商品10,美妆,818,1963,179,16,1763.52,0.0196,在售,160.0,110.22,4.3,969
2025-07-20,SKU_服_001,服装热卖商品1,服装,2040,4823,221,49,9003.26,0.024,在售,244.0,183.74,4.3,4990
2025-07-20,SKU_服_002,服装热卖商品2,服装,1064,2321,177,22,3564.66,0.0207,在售,225.0,162.03,4.5,270
2025-07-20,SKU_服_003,服装热卖商品3,服装,1717,4619,303,39,7318.74,0.0227,在售,227.0,187.66,4.2,4031
2025-07-20,SKU_服_004,服装热卖商品4,服装,756,2048,151,17,3145.0,0.0225,在售,267.0,185.0,4.5,2826
2025-07-20,SKU_服_005,服装热卖商品5,服装,1383,3931,263,33,4900.83,0.0239,在售,208.0,148.51,4.7,2129
2025-07-20,SKU_服_006,服装热卖商品6,服装,1056,2583,143,25,4549.0,0.0237,在售,255.0,181.96,4.3,703
2025-07-20,SKU_服_007,服装热卖商品7,服装,1832,5431,392,59,11761.65,0.0322,在售,251.0,199.35,4.2,2976
2025-07-20,SKU_服_008,服装热卖商品8,服装,1021,2079,204,31,5367.96,0.0304,在售,221.0,173.16,4.5,513
2025-07-20,SKU_服_009,服装热卖商品9,服装,658,1921,126,14,2506.56,0.0213,在售,263.0,179.04,4.5,4790
2025-07-20,SKU_服_010,服装热卖商品10,服装,2006,5622,262,59,10163.93,0.0294,在售,205.0,172.27,4.2,1558
2025-07-21,SKU_美_001,美妆热卖商品1,美妆,2202,5597,368,44,5233.8,0.02,在售,157.0,118.95,4.4,4854
2025-07-21,SKU_美_002,美妆热卖商品2,美妆,2234,5747,272,47,6943.78,0.021,在售,218.0,147.74,4.9,314
2025-07-21,SKU_美_003,美妆热卖商品3,美妆,1387,3075,205,25,3856.25,0.018,在售,221.0,154.25,4.2,866
2025-07-21,SKU_美_004,美妆热卖商品4,美妆,1560,4620,233,22,3387.34,0.0141,在售,208.0,153.97,4.6,2928
2025-07-21,SKU_美_005,美妆热卖商品5,美妆,1925,5548,223,44,5118.08,0.0229,在售,144.0,116.32,4.3,2585
2025-07-21,SKU_美_006,美妆热卖商品6,美妆,754,2246,151,18,2521.44,0.0239,在售,199.0,140.08,4.3,3779
2025-07-21,SKU_美_007,美妆热卖商品7,美妆,1902,4354,197,45,5941.35,0.0237,在售,180.0,132.03,4.8,1088
2025-07-21,SKU_美_008,美妆热卖商品8,美妆,1355,3655,295,29,5398.93,0.0214,在售,227.0,186.17,4.7,1713
2025-07-21,SKU_美_009,美妆热卖商品9,美妆,794,2161,114,16,2388.64,0.0202,在售,214.0,149.29,4.8,2418
2025-07-21,SKU_美_010,美妆热卖商品10,美妆,1843,5397,348,40,4249.6,0.0217,在售,160.0,106.24,4.3,969
2025-07-21,SKU_服_001,服装热卖商品1,服装,877,1954,154,20,3945.0,0.0228,在售,244.0,197.25,4.3,4990
2025-07-21,SKU_服_002,服装热卖商品2,服装,742,2135,78,18,3070.98,0.0243,在售,225.0,170.61,4.5,270
2025-07-21,SKU_服_003,服装热卖商品3,服装,1198,2883,155,23,4079.05,0.0192,在售,227.0,177.35,4.2,4031
2025-07-21,SKU_服_004,服装热卖商品4,服装,1093,2232,166,27,5469.93,0.0247,在售,267.0,202.59,4.5,2826
2025-07-21,SKU_服_005,服装热卖商品5,服装,582,1456,108,16,2500.0,0.0275,在售,208.0,156.25,4.7,2129
2025-07-21,SKU_服_006,服装热卖商品6,服装,1448,4340,257,37,7991.63,0.0256,在售,255.0,215.99,4.3,703
2025-07-21,SKU_服_007,服装热卖商品7,服装,653,1505,105,17,2824.72,0.026,在售,251.0,166.16,4.2,2976
2025-07-21,SKU_服_008,服装热卖商品8,服装,1057,2849,120,24,3708.96,0.0227,在售,221.0,154.54,4.5,513
2025-07-21,SKU_服_009,服装热卖商品9,服装,1515,3822,158,25,4824.25,0.0165,在售,263.0,192.97,4.5,4790
2025-07-21,SKU_服_010,服装热卖商品10,服装,1262,2866,217,35,5363.4,0.0277,在售,205.0,153.24,4.2,1558
2025-07-22,SKU_美_001,美妆热卖商品1,美妆,2145,6063,460,59,7229.27,0.0275,在售,157.0,122.53,4.4,4854
2025-07-22,SKU_美_002,美妆热卖商品2,美妆,2163,5382,322,48,8265.12,0.0222,在售,218.0,172.19,4.9,314
2025-07-22,SKU_美_003,美妆热卖商品3,美妆,2110,6272,285,42,6257.58,0.0199,在售,221.0,148.99,4.2,866
2025-07-22,SKU_美_004,美妆热卖商品4,美妆,636,1701,110,15,2289.75,0.0236,在售,208.0,152.65,4.6,2928
